product_id,product_name,godown,opening_qty,inward_qty,outward_qty,closing_qty,closing_rate,closing_value
PRD0042,Colin Glass Cleaner,Tonk Branch,53,1509,1250,312,65.62,20473.44
PRD0042,Colin Glass Cleaner,Sawai Madhopur Branch,38,905,750,193,65.36,12614.48
PRD0043,Scotch Brite Scrub,Main Godown,26,3270,2730,566,22.16,12542.56
PRD0043,Scotch Brite Scrub,Tonk Branch,11,1362,1137,236,22.34,5272.24
PRD0043,Scotch Brite Scrub,Sawai Madhopur Branch,32,817,682,167,21.8,3640.6
PRD0044,Vim Dishwash Liquid,Main Godown,8,3877,3156,729,84.28,61440.12
PRD0044,Vim Dishwash Liquid,Tonk Branch,36,1615,1315,336,85.56,28748.16
PRD0044,Vim Dishwash Liquid,Sawai Madhopur Branch,22,969,789,202,85.34,17238.68
PRD0045,Good Knight Mosquito Coil,Main Godown,44,3050,2518,576,37.73,21732.48
PRD0045,Good Knight Mosquito Coil,Tonk Branch,19,1271,1049,241,38.53,9285.73
PRD0045,Good Knight Mosquito Coil,Sawai Madhopur Branch,25,762,629,158,38.61,6100.38
PRD0046,All Out Mosquito Repellent,Main Godown,95,3618,3050,663,54.96,36438.48
PRD0046,All Out Mosquito Repellent,Tonk Branch,43,1507,1271,279,56.04,15635.16
PRD0046,All Out Mosquito Repellent,Sawai Madhopur Branch,29,904,762,171,54.62,9340.02
PRD0047,Odonil Air Freshener,Main Godown,176,3355,2807,724,42.58,30827.92
PRD0047,Odonil Air Freshener,Tonk Branch,83,1398,1169,312,42.12,13141.44
PRD0047,Odonil Air Freshener,Sawai Madhopur Branch,20,838,701,157,42.12,6612.84
PRD0048,Phenyl Floor Cleaner,Main Godown,121,3111,2567,665,27.76,18460.4
PRD0048,Phenyl Floor Cleaner,Tonk Branch,131,1296,1069,358,27.91,9991.78
PRD0048,Phenyl Floor Cleaner,Sawai Madhopur Branch,79,777,641,215,28.49,6125.35
PRD0049,Exo Dishwash Bar,Main Godown,90,3097,2592,595,14.97,8907.15
PRD0049,Exo Dishwash Bar,Tonk Branch,53,1290,1080,263,15.18,3992.34
PRD0049,Exo Dishwash Bar,Sawai Madhopur Branch,30,774,648,156,15.12,2358.72
PRD0050,Domex Toilet Cleaner,Main Godown,68,3635,2991,712,69.1,49199.2
PRD0050,Domex Toilet Cleaner,Tonk Branch,86,1514,1246,354,67.93,24047.22
PRD0050,Domex Toilet Cleaner,Sawai Madhopur Branch,43,908,747,204,68.0,13872.0
PRD0051,Parle-G Biscuit,Main Godown,147,3144,2615,676,38.01,25694.76
PRD0051,Parle-G Biscuit,Tonk Branch,85,1310,1089,306,38.39,11747.34
PRD0051,Parle-G Biscuit,Sawai Madhopur Branch,6,786,653,139,37.82,5256.98
PRD0052,Britannia Good Day,Main Godown,30,3225,2700,555,27.28,15140.4
PRD0052,Britannia Good Day,Tonk Branch,38,1343,1125,256,27.32,6993.92
PRD0052,Britannia Good Day,Sawai Madhopur Branch,9,806,675,140,27.52,3852.8
PRD0053,Oreo Biscuit,Main Godown,113,3715,2998,830,38.71,32129.3
PRD0053,Oreo Biscuit,Tonk Branch,5,1548,1249,304,38.69,11761.76
PRD0053,Oreo Biscuit,Sawai Madhopur Branch,43,928,749,222,38.22,8484.84
PRD0054,Marie Gold Biscuit,Main Godown,8,3603,2959,652,24.24,15804.48
PRD0054,Marie Gold Biscuit,Tonk Branch,59,1501,1233,327,23.97,7838.19
PRD0054,Marie Gold Biscuit,Sawai Madhopur Branch,45,900,739,206,24.46,5038.76
PRD0055,Lays Classic Chips,Main Godown,59,3844,3221,682,9.02,6151.64
PRD0055,Lays Classic Chips,Tonk Branch,26,1601,1342,285,9.17,2613.45
PRD0055,Lays Classic Chips,Sawai Madhopur Branch,22,961,805,178,8.93,1589.54
PRD0056,Kurkure Masala,Main Godown,77,3192,2583,686,19.24,13198.64
PRD0056,Kurkure Masala,Tonk Branch,18,1330,1076,272,19.22,5227.84
PRD0056,Kurkure Masala,Sawai Madhopur Branch,34,798,645,187,18.95,3543.65
PRD0057,Uncle Chips,Main Godown,58,3783,3180,661,15.06,9954.66
PRD0057,Uncle Chips,Tonk Branch,30,1576,1325,281,14.9,4186.9
PRD0057,Uncle Chips,Sawai Madhopur Branch,77,945,795,227,15.21,3452.67
PRD0058,Haldiram Bhujia,Main Godown,50,2755,2322,483,65.97,31863.51
PRD0058,Haldiram Bhujia,Tonk Branch,17,1148,967,198,64.68,12806.64
PRD0058,Haldiram Bhujia,Sawai Madhopur Branch,58,688,580,166,64.49,10705.34
PRD0059,Haldiram Aloo Bhujia,Main Godown,158,3061,2575,644,48.3,31105.2
PRD0059,Haldiram Aloo Bhujia,Tonk Branch,27,1275,1073,229,48.26,11051.54
PRD0059,Haldiram Aloo Bhujia,Sawai Madhopur Branch,29,765,643,151,48.69,7352.19
PRD0060,Maggi Noodles,Main Godown,151,3456,2933,674,10.93,7366.82
PRD0060,Maggi Noodles,Tonk Branch,54,1440,1222,272,11.18,3040.96
PRD0060,Maggi Noodles,Sawai Madhopur Branch,54,864,733,185,10.98,2031.3
PRD0061,Yippee Noodles,Main Godown,28,3619,3095,552,11.95,6596.4
PRD0061,Yippee Noodles,Tonk Branch,55,1508,1289,274,11.93,3268.82
PRD0061,Yippee Noodles,Sawai Madhopur Branch,10,904,773,141,12.08,1703.28
PRD0062,Britannia 50-50 Biscuit,Main Godown,161,3353,2797,717,18.01,12913.17
PRD0062,Britannia 50-50 Biscuit,Tonk Branch,44,1397,1165,276,17.94,4951.44
PRD0062,Britannia 50-50 Biscuit,Sawai Madhopur Branch,9,838,699,148,17.95,2656.6
PRD0063,Monaco Biscuit,Main Godown,88,3660,3051,697,28.33,19746.01
PRD0063,Monaco Biscuit,Tonk Branch,5,1525,1271,259,28.07,7270.13
PRD0063,Monaco Biscuit,Sawai Madhopur Branch,59,915,762,212,28.17,5972.04
PRD0064,Sunfeast Dark Fantasy,Main Godown,10,3415,2847,578,30.81,17808.18
PRD0064,Sunfeast Dark Fantasy,Tonk Branch,40,1423,1186,277,31.16,8631.32
PRD0064,Sunfeast Dark Fantasy,Sawai Madhopur Branch,8,853,711,150,31.0,4650.0
PRD0065,Bingo Mad Angles,Main Godown,163,3193,2679,677,22.25,15063.25
PRD0065,Bingo Mad Angles,Tonk Branch,129,1330,1116,343,22.4,7683.2
PRD0065,Bingo Mad Angles,Sawai Madhopur Branch,22,798,669,151,22.08,3334.08
PRD0066,Hippo Rings,Main Godown,16,4246,3550,712,10.1,7191.2
PRD0066,Hippo Rings,Tonk Branch,27,1769,1479,317,10.03,3179.51
PRD0066,Hippo Rings,Sawai Madhopur Branch,30,1061,887,204,10.12,2064.48
PRD0067,Crax Corn Rings,Main Godown,76,3521,2923,674,8.03,5412.22
PRD0067,Crax Corn Rings,Tonk Branch,44,1467,1218,293,8.02,2349.86
PRD0067,Crax Corn Rings,Sawai Madhopur Branch,26,880,730,176,7.93,1395.68
PRD0068,Perk Chocolate,Main Godown,137,2823,2359,601,18.11,10884.11
PRD0068,Perk Chocolate,Tonk Branch,43,1176,983,236,18.27,4311.72
PRD0068,Perk Chocolate,Sawai Madhopur Branch,74,705,589,190,18.09,3437.1
PRD0069,Dairy Milk Chocolate,Main Godown,89,3526,2947,668,35.53,23734.04
PRD0069,Dairy Milk Chocolate,Tonk Branch,45,1469,1228,286,35.26,10084.36
PRD0069,Dairy Milk Chocolate,Sawai Madhopur Branch,36,881,736,181,35.61,6445.41
PRD0070,Sunfeast Yumfills,Main Godown,110,3405,2874,641,11.9,7627.9
PRD0070,Sunfeast Yumfills,Tonk Branch,13,1419,1197,235,12.08,2838.8
PRD0070,Sunfeast Yumfills,Sawai Madhopur Branch,35,851,718,168,12.12,2036.16
PRD0071,Aashirvaad Atta,Main Godown,63,3655,3044,674,205.01,138176.74
PRD0071,Aashirvaad Atta,Tonk Branch,12,1523,1268,267,201.45,53787.15
PRD0071,Aashirvaad Atta,Sawai Madhopur Branch,41,913,761,193,202.58,39097.94
PRD0072,Fortune Chakki Atta,Main Godown,135,3376,2804,707,196.68,139052.76
PRD0072,Fortune Chakki Atta,Tonk Branch,74,1407,1168,313,195.41,61163.33
PRD0072,Fortune Chakki Atta,Sawai Madhopur Branch,52,844,701,195,196.69,38354.55
PRD0073,Saffola Gold Oil,Main Godown,31,3391,2796,626,145.53,91101.78
PRD0073,Saffola Gold Oil,Tonk Branch,6,1413,1165,254,143.86,36540.44
PRD0073,Saffola Gold Oil,Sawai Madhopur Branch,9,847,699,157,145.87,22901.59
PRD0074,Fortune Sunflower Oil,Main Godown,81,3079,2574,586,125.36,73460.96
PRD0074,Fortune Sunflower Oil,Tonk Branch,30,1283,1072,241,126.35,30450.35
PRD0074,Fortune Sunflower Oil,Sawai Madhopur Branch,30,769,643,156,126.52,19737.12
PRD0075,Tata Salt,Main Godown,98,3346,2781,663,18.19,12059.97
PRD0075,Tata Salt,Tonk Branch,36,1394,1158,272,18.04,4906.88
PRD0075,Tata Salt,Sawai Madhopur Branch,18,836,695,159,17.83,2834.97
PRD0076,Captain Cook Salt,Main Godown,51,4015,3319,747,16.24,12131.28
PRD0076,Captain Cook Salt,Tonk Branch,95,1673,1383,385,16.24,6252.4
PRD0076,Captain Cook Salt,Sawai Madhopur Branch,24,1003,829,198,16.02,3171.96
PRD0077,Catch Black Pepper,Main Godown,317,3291,2713,895,38.14,34135.3
PRD0077,Catch Black Pepper,Tonk Branch,92,1371,1130,333,38.35,12770.55
PRD0077,Catch Black Pepper,Sawai Madhopur Branch,43,822,678,187,38.0,7106.0
PRD0078,Everest Garam Masala,Main Godown,164,3448,2894,718,54.6,39202.8
PRD0078,Everest Garam Masala,Tonk Branch,10,1436,1206,240,55.13,13231.2
PRD0078,Everest Garam Masala,Sawai Madhopur Branch,10,862,723,149,54.74,8156.26
PRD0079,MDH Kitchen King,Main Godown,33,3217,2697,553,58.42,32306.26
PRD0079,MDH Kitchen King,Tonk Branch,35,1340,1124,251,59.15,14846.65
PRD0079,MDH Kitchen King,Sawai Madhopur Branch,17,804,674,147,58.97,8668.59
PRD0080,Rajdhani Besan,Main Godown,126,3714,3047,793,63.06,50006.58
PRD0080,Rajdhani Besan,Tonk Branch,12,1547,1269,290,61.81,17924.9
PRD0080,Rajdhani Besan,Sawai Madhopur Branch,41,928,761,208,61.66,12825.28
PRD0081,Patanjali Ghee,Main Godown,63,3316,2786,593,385.65,228690.45
PRD0081,Patanjali Ghee,Tonk Branch,49,1382,1161,270,380.98,102864.6
PRD0081,Patanjali Ghee,Sawai Madhopur Branch,35,829,696,168,387.02,65019.36
PRD0082,Amul Butter,Main Godown,118,3061,2554,625,212.38,132737.5
PRD0082,Amul Butter,Tonk Branch,17,1275,1064,228,214.65,48940.2
PRD0082,Amul Butter,Sawai Madhopur Branch,26,765,638,153,215.2,32925.6
PRD0083,Amul Cheese,Main Godown,156,2781,2319,618,129.61,80098.98
PRD0083,Amul Cheese,Tonk Branch,30,1159,966,223,130.12,29016.76
PRD0083,Amul Cheese,Sawai Madhopur Branch,65,695,579,181,130.65,23647.65
PRD0084,Knorr Soup,Main Godown,287,3651,3021,917,33.9,31086.3
PRD0084,Knorr Soup,Tonk Branch,74,1521,1259,336,33.77,11346.72
PRD0084,Knorr Soup,Sawai Madhopur Branch,86,912,755,243,34.03,8269.29
PRD0085,Maggi Masala,Main Godown,87,3155,2659,583,22.32,13012.56
PRD0085,Maggi Masala,Tonk Branch,6,1314,1108,212,22.04,4672.48
PRD0085,Maggi Masala,Sawai Madhopur Branch,25,788,664,149,21.88,3260.12
PRD0086,Amul Milk 1L Pouch,Main Godown,229,3445,2854,820,55.76,45723.2
PRD0086,Amul Milk 1L Pouch,Tonk Branch,78,1435,1189,324,54.66,17709.84
PRD0086,Amul Milk 1L Pouch,Sawai Madhopur Branch,42,861,713,190,55.57,10558.3
PRD0087,Amul Dahi,Main Godown,47,3786,3143,690,38.16,26330.4
PRD0087,Amul Dahi,Tonk Branch,25,1577,1309,293,38.63,11318.59
PRD0087,Amul Dahi,Sawai Madhopur Branch,11,946,785,172,37.72,6487.84
PRD0088,Mother Dairy Curd,Main Godown,18,3592,3052,558,35.39,19747.62
PRD0088,Mother Dairy Curd,Tonk Branch,51,1497,1271,277,34.66,9600.82
PRD0088,Mother Dairy Curd,Sawai Madhopur Branch,62,898,763,197,34.67,6829.99
PRD0089,Amul Paneer,Main Godown,66,2979,2465,580,85.13,49375.4
PRD0089,Amul Paneer,Tonk Branch,26,1241,1027,240,84.51,20282.4
PRD0089,Amul Paneer,Sawai Madhopur Branch,20,744,616,148,86.52,12804.96
PRD0090,Amul Gold Milk,Main Godown,223,4119,3411,931,62.72,58392.32
PRD0090,Amul Gold Milk,Tonk Branch,85,1716,1421,380,62.64,23803.2
PRD0090,Amul Gold Milk,Sawai Madhopur Branch,72,1029,852,249,61.59,15335.91
PRD0091,Nestle Milkmaid,Main Godown,15,3371,2770,616,88.5,54516.0
PRD0091,Nestle Milkmaid,Tonk Branch,5,1404,1154,255,87.89,22411.95
PRD0091,Nestle Milkmaid,Sawai Madhopur Branch,12,842,692,162,89.33,14471.46
PRD0092,Amul Mozzarella Cheese,Main Godown,18,3539,2932,625,145.44,90900.0
PRD0092,Amul Mozzarella Cheese,Tonk Branch,54,1474,1222,306,146.08,44700.48
PRD0092,Amul Mozzarella Cheese,Sawai Madhopur Branch,29,884,733,180,145.08,26114.4
PRD0093,Kwality Walls Cornetto,Main Godown,100,4163,3454,809,28.29,22886.61
PRD0093,Kwality Walls Cornetto,Tonk Branch,45,1734,1439,340,27.92,9492.8
PRD0093,Kwality Walls Cornetto,Sawai Madhopur Branch,44,1040,863,221,28.03,6194.63
PRD0094,Amul Cone Ice Cream,Main Godown,154,3432,2856,730,22.3,16279.0
PRD0094,Amul Cone Ice Cream,Tonk Branch,42,1430,1190,282,21.91,6178.62
PRD0094,Amul Cone Ice Cream,Sawai Madhopur Branch,35,858,714,179,22.3,3991.7
PRD0095,Havmor Ice Cream,Main Godown,206,3107,2566,747,95.34,71218.98
PRD0095,Havmor Ice Cream,Tonk Branch,69,1294,1069,294,94.65,27827.1
PRD0095,Havmor Ice Cream,Sawai Madhopur Branch,84,776,641,219,95.38,20888.22
PRD0096,Dettol Handwash,Main Godown,153,3573,3048,678,64.57,43778.46
PRD0096,Dettol Handwash,Tonk Branch,81,1489,1270,300,65.0,19500.0
PRD0096,Dettol Handwash,Sawai Madhopur Branch,33,893,762,164,65.45,10733.8
PRD0097,Savlon Antiseptic,Main Godown,32,3516,2881,667,55.4,36951.8
PRD0097,Savlon Antiseptic,Tonk Branch,44,1465,1200,309,55.77,17232.93
PRD0097,Savlon Antiseptic,Sawai Madhopur Branch,40,879,720,199,55.74,11092.26
PRD0098,Burnol Cream,Main Godown,86,3565,2950,701,35.34,24773.34
PRD0098,Burnol Cream,Tonk Branch,9,1485,1229,265,35.26,9343.9
PRD0098,Burnol Cream,Sawai Madhopur Branch,33,891,737,187,34.91,6528.17
PRD0099,Band-Aid Strips,Main Godown,28,2845,2398,475,21.92,10412.0
PRD0099,Band-Aid Strips,Tonk Branch,86,1185,999,272,22.4,6092.8
PRD0099,Band-Aid Strips,Sawai Madhopur Branch,23,711,599,135,21.9,2956.5
PRD0100,ORS Oral Rehydration,Main Godown,129,2838,2379,588,12.1,7114.8
PRD0100,ORS Oral Rehydration,Tonk Branch,20,1182,991,211,12.19,2572.09
PRD0100,ORS Oral Rehydration,Sawai Madhopur Branch,8,709,594,123,12.1,1488.3
PRD0101,Vicks VapoRub,Main Godown,39,3200,2690,549,97.5,53527.5
PRD0101,Vicks VapoRub,Tonk Branch,48,1333,1121,260,97.11,25248.6
PRD0101,Vicks VapoRub,Sawai Madhopur Branch,40,800,672,168,97.02,16299.36
PRD0102,Eno Fruit Salt,Main Godown,81,3497,2892,686,61.62,42271.32
PRD0102,Eno Fruit Salt,Tonk Branch,33,1457,1205,285,60.41,17216.85
PRD0102,Eno Fruit Salt,Sawai Madhopur Branch,25,874,723,176,61.3,10788.8
PRD0103,Hajmola Tablets,Main Godown,100,3114,2626,588,35.19,20691.72
PRD0103,Hajmola Tablets,Tonk Branch,57,1297,1094,260,34.85,9061.0
PRD0103,Hajmola Tablets,Sawai Madhopur Branch,33,778,656,155,35.04,5431.2
PRD0104,Pudin Hara,Main Godown,97,2983,2445,635,28.48,18084.8
PRD0104,Pudin Hara,Tonk Branch,9,1243,1019,233,28.16,6561.28
PRD0104,Pudin Hara,Sawai Madhopur Branch,18,745,611,152,28.33,4306.16
PRD0105,Reynolds Pen,Main Godown,5,3594,2983,616,45.24,27867.84
PRD0105,Reynolds Pen,Tonk Branch,16,1497,1243,270,45.18,12198.6
PRD0105,Reynolds Pen,Sawai Madhopur Branch,19,898,745,172,44.98,7736.56
PRD0106,Classmate Notebook,Main Godown,45,3370,2824,591,37.67,22262.97
