customer_id,party_name,address,city,district,state,pincode,phone,customer_type,ledger_group,opening_balance,credit_limit,credit_days,gstin_placeholder
CUST0110,Bansal General Store,512 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9510103317,Retailer,Sundry Debtors,0.0,115000,30,08XXXXX0110X1ZA
CUST0111,Maheshwari Kirana,936 Main Road,Niwai,Tonk,Rajasthan,304021,9102583929,Retailer,Sundry Debtors,0.0,50000,45,08XXXXX0111X1ZA
CUST0112,Bairwa Supermart,662 Main Road,Tonk,Tonk,Rajasthan,304001,9871631364,Wholesaler,Sundry Debtors,0.0,265000,30,08XXXXX0112X1ZA
CUST0113,Saini Brothers,421 Main Road,Tonk,Tonk,Rajasthan,304001,9678149010,Retailer,Sundry Debtors,11900.0,155000,30,08XXXXX0113X1ZA
CUST0114,Yadav Sons,163 Main Road,Malpura,Tonk,Rajasthan,304502,9757724792,Wholesaler,Sundry Debtors,15700.0,280000,30,08XXXXX0114X1ZA
CUST0115,Choudhary Provisions,331 Main Road,Tonk,Tonk,Rajasthan,304001,9411605400,Wholesaler,Sundry Debtors,0.0,80000,30,08XXXXX0115X1ZA
CUST0116,Choudhary Brothers,451 Main Road,Khanpur,Tonk,Rajasthan,304803,9569330388,Retailer,Sundry Debtors,0.0,65000,45,08XXXXX0116X1ZA
CUST0117,Meena Provisions,536 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9280713194,Wholesaler,Sundry Debtors,49900.0,220000,30,08XXXXX0117X1ZA
CUST0118,Sogani Departmental Store,673 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9180925277,Wholesaler,Sundry Debtors,0.0,270000,30,08XXXXX0118X1ZA
CUST0119,Meena Supermart,27 Main Road,Deoli,Tonk,Rajasthan,304804,9983503361,Retailer,Sundry Debtors,0.0,40000,45,08XXXXX0119X1ZA
CUST0120,Kumar Brothers,881 Main Road,Malpura,Tonk,Rajasthan,304502,9645872174,Retailer,Sundry Debtors,0.0,275000,45,08XXXXX0120X1ZA
CUST0121,Gupta Medical Store,111 Main Road,Malpura,Tonk,Rajasthan,304502,9682538816,Retailer,Sundry Debtors,0.0,80000,30,08XXXXX0121X1ZA
CUST0122,Jain Supermart,218 Main Road,Malpura,Tonk,Rajasthan,304502,9862479606,Wholesaler,Sundry Debtors,0.0,65000,30,08XXXXX0122X1ZA
CUST0123,Surana Sons,688 Main Road,Uniara,Tonk,Rajasthan,304024,9589991040,Retailer,Sundry Debtors,13600.0,115000,30,08XXXXX0123X1ZA
CUST0124,Kasliwal General Store,546 Main Road,Deoli,Tonk,Rajasthan,304804,9944461689,Retailer,Sundry Debtors,0.0,135000,30,08XXXXX0124X1ZA
CUST0125,Mittal Traders,138 Main Road,Uniara,Tonk,Rajasthan,304024,9567963269,Retailer,Sundry Debtors,4700.0,250000,30,08XXXXX0125X1ZA
CUST0126,Kumawat Provisions,884 Main Road,Niwai,Tonk,Rajasthan,304021,9719330199,Retailer,Sundry Debtors,9800.0,65000,30,08XXXXX0126X1ZA
CUST0127,Surana Brothers,499 Main Road,Deoli,Tonk,Rajasthan,304804,9942733474,Wholesaler,Sundry Debtors,0.0,145000,30,08XXXXX0127X1ZA
CUST0128,Natani Cold Store,305 Main Road,Tonk,Tonk,Rajasthan,304001,9743409628,Retailer,Sundry Debtors,0.0,210000,45,08XXXXX0128X1ZA
CUST0129,Kothari Brothers,524 Main Road,Uniara,Tonk,Rajasthan,304024,9684058433,Retailer,Sundry Debtors,0.0,280000,30,08XXXXX0129X1ZA
CUST0130,Kasliwal Medical Store,141 Main Road,Malpura,Tonk,Rajasthan,304502,9509196590,Retailer,Sundry Debtors,0.0,75000,30,08XXXXX0130X1ZA
CUST0131,Sharma General Store,380 Main Road,Tonk,Tonk,Rajasthan,304001,9770505930,Wholesaler,Sundry Debtors,0.0,220000,30,08XXXXX0131X1ZA
CUST0132,Maheshwari Sons,488 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9217942971,Retailer,Sundry Debtors,0.0,225000,30,08XXXXX0132X1ZA
CUST0133,Bohra Traders,423 Main Road,Malpura,Tonk,Rajasthan,304502,9160774506,Retailer,Sundry Debtors,0.0,165000,30,08XXXXX0133X1ZA
CUST0134,Garg Traders,73 Main Road,Deoli,Tonk,Rajasthan,304804,9719113408,Retailer,Sundry Debtors,0.0,270000,30,08XXXXX0134X1ZA
CUST0135,Kasliwal Kirana,443 Main Road,Malpura,Tonk,Rajasthan,304502,9302909839,Retailer,Sundry Debtors,0.0,40000,30,08XXXXX0135X1ZA
CUST0136,Yadav Enterprises,660 Main Road,Uniara,Tonk,Rajasthan,304024,9410084868,Wholesaler,Sundry Debtors,0.0,295000,45,08XXXXX0136X1ZA
CUST0137,Kothari Departmental Store,607 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9592170790,Retailer,Sundry Debtors,0.0,165000,30,08XXXXX0137X1ZA
CUST0138,Singh Medical Store,908 Main Road,Niwai,Tonk,Rajasthan,304021,9377937251,Retailer,Sundry Debtors,0.0,125000,30,08XXXXX0138X1ZA
CUST0139,Garg Supermart,212 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9966680511,Retailer,Sundry Debtors,0.0,235000,45,08XXXXX0139X1ZA
CUST0140,Saini Departmental Store,966 Main Road,Uniara,Tonk,Rajasthan,304024,9723494029,Retailer,Sundry Debtors,0.0,95000,30,08XXXXX0140X1ZA
CUST0141,Jain Cold Store,203 Main Road,Niwai,Tonk,Rajasthan,304021,9281613445,Retailer,Sundry Debtors,0.0,85000,30,08XXXXX0141X1ZA
CUST0142,Maheshwari Medical Store,45 Main Road,Niwai,Tonk,Rajasthan,304021,9352527770,Retailer,Sundry Debtors,0.0,90000,45,08XXXXX0142X1ZA
CUST0143,Sogani Cold Store,481 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9469190599,Retailer,Sundry Debtors,0.0,175000,30,08XXXXX0143X1ZA
CUST0144,Saini General Store,200 Main Road,Malpura,Tonk,Rajasthan,304502,9932894919,Retailer,Sundry Debtors,0.0,105000,30,08XXXXX0144X1ZA
CUST0145,Maheshwari Brothers,655 Main Road,Niwai,Tonk,Rajasthan,304021,9341071899,Wholesaler,Sundry Debtors,0.0,170000,30,08XXXXX0145X1ZA
CUST0146,Surana Kirana,175 Main Road,Tonk,Tonk,Rajasthan,304001,9270886112,Retailer,Sundry Debtors,0.0,145000,30,08XXXXX0146X1ZA
CUST0147,Gupta Supermart,984 Main Road,Deoli,Tonk,Rajasthan,304804,9978743894,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0147X1ZA
CUST0148,Mittal Medical Store,743 Main Road,Niwai,Tonk,Rajasthan,304021,9725172690,Retailer,Sundry Debtors,0.0,45000,45,08XXXXX0148X1ZA
CUST0149,Lodha Traders,736 Main Road,Deoli,Tonk,Rajasthan,304804,9235361648,Retailer,Sundry Debtors,0.0,45000,30,08XXXXX0149X1ZA
CUST0150,Bairwa General Store,352 Main Road,Uniara,Tonk,Rajasthan,304024,9860685294,Retailer,Sundry Debtors,0.0,245000,30,08XXXXX0150X1ZA
CUST0151,Patel Brothers,586 Main Road,Khanpur,Tonk,Rajasthan,304803,9325924078,Wholesaler,Sundry Debtors,0.0,70000,45,08XXXXX0151X1ZA
CUST0152,Saini Provisions,476 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9975025331,Retailer,Sundry Debtors,12600.0,95000,30,08XXXXX0152X1ZA
CUST0153,Mittal General Store,33 Main Road,Tonk,Tonk,Rajasthan,304001,9428981468,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0153X1ZA
CUST0154,Meena Departmental Store,829 Main Road,Niwai,Tonk,Rajasthan,304021,9925335558,Wholesaler,Sundry Debtors,0.0,75000,30,08XXXXX0154X1ZA
CUST0155,Gupta Provisions,901 Main Road,Uniara,Tonk,Rajasthan,304024,9569977523,Retailer,Sundry Debtors,0.0,115000,45,08XXXXX0155X1ZA
CUST0156,Saini Sons,348 Main Road,Malpura,Tonk,Rajasthan,304502,9206910991,Retailer,Sundry Debtors,0.0,260000,30,08XXXXX0156X1ZA
CUST0157,Patel Cold Store,292 Main Road,Tonk,Tonk,Rajasthan,304001,9817155238,Retailer,Sundry Debtors,0.0,85000,30,08XXXXX0157X1ZA
CUST0158,Rathi Cold Store,334 Main Road,Malpura,Tonk,Rajasthan,304502,9344907416,Retailer,Sundry Debtors,5400.0,265000,30,08XXXXX0158X1ZA
CUST0159,Surana Medical Store,516 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9428432725,Retailer,Sundry Debtors,0.0,35000,30,08XXXXX0159X1ZA
CUST0160,Sharma Kirana,898 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9519183843,Retailer,Sundry Debtors,0.0,260000,30,08XXXXX0160X1ZA
