invoice_no,date,customer_name,customer_area,product_name,category,company,size_variant,quantity,purchase_price,sale_price,discount_pct,salesperson,payment_status,payment_due_date
INV001045,2023-01-05,Jignesh Store,Deoli,Dove Shampoo,Personal Care,Hindustan Unilever,400ml,12,123.0,161.48,1.8,Deepak Meena,Pending,2023-02-04
INV001046,2023-01-05,Laxmi Stores,Niwai,Scotch Brite Scrub,Household,Local Brand,3 pc,18,77.76,89.78,4.1,Deepak Meena,Overdue,2023-02-04
INV001047,2023-01-05,Sharma Kirana,Malpura,Rupa Underwear,Clothing Accessories,Local Brand,XL,9,118.25,109.89,21.8,Suresh Kumar,Pending,2023-02-04
INV001048,2023-01-05,Ashok General,Tonk,Surf Excel Detergent,FMCG,Hindustan Unilever,1kg,6,62.96,72.48,2.8,Raju Patel,Paid,
INV001049,2023-01-05,Mukund Traders,Uniara,Handkerchief Pack,Clothing Accessories,Local Brand,12 pcs,1,247.28,285.64,2.7,Manoj Yadav,Paid,
INV001050,2023-01-05,Hari Om Traders,Sawai Madhopur,Marico Hair Oil,Personal Care,Marico,300ml,12,272.77,369.3,1.6,Deepak Meena,Overdue,2023-02-04
INV001051,2023-01-05,Patel Store,Sawai Madhopur,Colgate Toothpaste,FMCG,Hindustan Unilever,100g,5,44.35,53.02,3.1,Suresh Kumar,Paid,
INV001052,2023-01-05,Santosh Store,Uniara,Tata Salt,Agricultural,Tata Consumer,1kg,14,289.71,346.52,2.2,Deepak Meena,Pending,2023-02-04
INV001053,2023-01-06,Ashok General,Tonk,Garbage Bags,Household,Local Brand,30 pcs,4,41.23,46.88,3.4,Suresh Kumar,Paid,
INV001054,2023-01-06,Bajaj Traders,Niwai,Nescafe Classic Coffee,Beverages,Nestle,200g,13,299.38,386.11,0.3,Raju Patel,Paid,
INV001055,2023-01-06,Lalit Kirana Center,Deoli,Patanjali Kesh Kanti,Personal Care,Patanjali,450ml,9,306.94,384.86,0.6,Manoj Yadav,Overdue,2023-02-05
INV001056,2023-01-06,Yadav General Stores,Todaraisingh,Clinic Plus Shampoo,Personal Care,Hindustan Unilever,350ml,13,152.22,209.41,1.2,Suresh Kumar,Paid,
INV001057,2023-01-06,Suresh Wholesale,Tonk,Godrej Hit Cockroach Spray,Household,Godrej Consumer,200ml,2,85.55,105.04,2.3,Suresh Kumar,Paid,
INV001058,2023-01-06,Rajendra General,Uniara,Scotch Brite Scrub,Household,Local Brand,3 pc,19,77.76,90.62,3.2,Manoj Yadav,Paid,
INV001059,2023-01-06,Sharma Kirana,Malpura,Kurkure,Snacks,ITC,73g,6,104.48,129.6,3.1,Suresh Kumar,Pending,2023-02-05
INV001060,2023-01-06,Patel Store,Sawai Madhopur,Garbage Bags,Household,Local Brand,50 pcs,4,30.14,34.32,2.9,Manoj Yadav,Paid,
INV001061,2023-01-06,Chintan Kirana,Tonk,Haldiram Namkeen,Snacks,Haldiram,400g,11,156.99,191.78,3.9,Vijay Sharma,Paid,
INV001062,2023-01-07,Nandlal Kirana,Tonk,Tata Tea Premium,Beverages,Tata Consumer,500g,12,35.65,42.8,4.8,Raju Patel,Paid,
INV001063,2023-01-07,Rajesh Trading,Tonk,Dove Shampoo,Personal Care,Hindustan Unilever,200ml,5,294.76,402.59,0.9,Vijay Sharma,Paid,
INV001064,2023-01-07,Yadav General Stores,Todaraisingh,Jockey Vest,Clothing Accessories,Local Brand,L,16,150.42,176.19,2.8,Deepak Meena,Paid,
INV001065,2023-01-07,Naresh Provisions,Sawai Madhopur,Handkerchief Pack,Clothing Accessories,Local Brand,12 pcs,20,247.28,279.19,4.9,Manoj Yadav,Paid,
INV001066,2023-01-07,Suresh Wholesale,Tonk,Mother Dairy Paneer,Dairy,Local Brand,200g,15,221.9,236.65,4.0,Suresh Kumar,Paid,
INV001067,2023-01-07,Nandlal Kirana,Tonk,Pepsodent Toothpaste,FMCG,Hindustan Unilever,300g,10,159.3,190.8,0.2,Suresh Kumar,Paid,
INV001068,2023-01-07,Suresh Wholesale,Tonk,MDH Haldi Powder,Agricultural,MDH,500g,3,186.68,226.28,2.5,Deepak Meena,Paid,
INV001069,2023-01-07,Bhavesh Store,Sawai Madhopur,Wheel Detergent Powder,FMCG,Hindustan Unilever,1kg,15,77.17,88.58,2.9,Deepak Meena,Paid,
INV001070,2023-01-07,Hemant Traders,Malpura,Yakult Probiotic,Dairy,Local Brand,5 bottles,5,145.12,159.44,2.3,Suresh Kumar,Pending,2023-02-06
INV001071,2023-01-07,Sunil Kirana,Tonk,Lifebuoy Soap,FMCG,Hindustan Unilever,75g,17,170.18,206.69,0.2,Manoj Yadav,Pending,2023-02-06
INV001072,2023-01-07,Gopal Traders,Tonk,Natraj Pencil Box,Stationery,Local Brand,10 pcs,20,113.19,128.83,1.9,Manoj Yadav,Paid,
INV001073,2023-01-07,Lalit Kirana Center,Deoli,Good Day Cookies,Snacks,Britannia,150g,20,63.31,74.33,3.2,Suresh Kumar,Overdue,2023-02-06
INV001074,2023-01-07,Ram Lal & Sons,Sawai Madhopur,Bajaj LED Bulb 9W,Electronics Accessories,Local Brand,1 pc,13,242.99,278.89,3.6,Deepak Meena,Paid,
INV001075,2023-01-07,Chintan Kirana,Tonk,Parachute Coconut Oil,Personal Care,Marico,1L,11,204.03,274.25,3.3,Suresh Kumar,Overdue,2023-02-06
INV001076,2023-01-07,Naresh Provisions,Sawai Madhopur,Everest Sabji Masala,Agricultural,Local Brand,50g,13,222.21,256.26,3.5,Deepak Meena,Paid,
INV001077,2023-01-07,Sonu Store,Sawai Madhopur,MDH Haldi Powder,Agricultural,MDH,250g,11,358.43,436.65,3.4,Deepak Meena,Pending,2023-02-06
INV001078,2023-01-09,Naresh Provisions,Sawai Madhopur,Annapurna Atta,Agricultural,ITC,10kg,14,73.07,91.82,0.1,Raju Patel,Paid,
INV001079,2023-01-09,Hari Om Traders,Sawai Madhopur,Amul Ghee,Dairy,Amul,500ml,7,445.89,496.05,0.7,Vijay Sharma,Paid,
INV001080,2023-01-09,Nandlal Kirana,Tonk,Scotch Tape,Stationery,Local Brand,1 roll,17,12.97,11.7,23.4,Raju Patel,Pending,2023-02-08
INV001081,2023-01-09,Arvind Traders,Deoli,Lizol Floor Cleaner,Household,Godrej Consumer,1L,5,125.16,153.89,4.2,Raju Patel,Pending,2023-02-08
INV001082,2023-01-09,Anil Provisions,Malpura,Candle Pack,Household,Local Brand,12 pcs,2,166.54,187.93,3.4,Manoj Yadav,Paid,
INV001083,2023-01-09,Pramod Kirana,Uniara,Tang Powder,Beverages,Hindustan Unilever,500g,15,102.11,127.8,1.2,Manoj Yadav,Overdue,2023-02-08
INV001084,2023-01-09,Parth Traders,Todaraisingh,Tata Tea Premium,Beverages,Tata Consumer,500g,12,35.65,43.66,2.9,Suresh Kumar,Paid,
INV001085,2023-01-09,Lalit Kirana Center,Deoli,Lizol Floor Cleaner,Household,Godrej Consumer,2L,17,22.14,26.69,4.8,Deepak Meena,Overdue,2023-02-08
INV001086,2023-01-09,Gupta Distributors,Niwai,Rooh Afza,Beverages,Dabur,750ml,2,110.76,133.3,4.4,Vijay Sharma,Paid,
INV001087,2023-01-10,Jignesh Store,Deoli,Pantene Shampoo,Personal Care,Hindustan Unilever,370ml,10,270.95,365.36,0.8,Deepak Meena,Paid,
INV001088,2023-01-10,Verma Trading Co.,Uniara,Garbage Bags,Household,Local Brand,50 pcs,3,30.14,34.96,1.1,Suresh Kumar,Paid,
INV001089,2023-01-10,Yash General Stores,Niwai,Rin Bar,FMCG,Hindustan Unilever,100g,14,109.47,126.97,2.5,Vijay Sharma,Paid,
INV001090,2023-01-10,Deepak Provisions,Uniara,Bournvita,Beverages,Hindustan Unilever,200g,1,88.33,112.12,0.5,Suresh Kumar,Pending,2023-02-09
INV001091,2023-01-10,Bhavesh Store,Sawai Madhopur,Parachute Coconut Oil,Personal Care,Marico,500ml,5,159.28,134.92,37.9,Raju Patel,Paid,
INV001092,2023-01-10,Girish Store,Deoli,Mother Dairy Paneer,Dairy,Local Brand,200g,15,221.9,235.42,4.5,Raju Patel,Paid,
INV001093,2023-01-10,Kalpesh General,Todaraisingh,Parachute Coconut Oil,Personal Care,Marico,1L,18,204.03,275.1,3.0,Suresh Kumar,Paid,
INV001094,2023-01-10,Rajesh Trading,Tonk,Parle-G Biscuits,Snacks,Parle,200g,4,174.73,162.71,25.5,Manoj Yadav,Pending,2023-02-09
INV001095,2023-01-10,Suresh Wholesale,Tonk,Head & Shoulders Shampoo,Personal Care,Hindustan Unilever,180ml,16,311.67,418.47,0.1,Raju Patel,Paid,
INV001096,2023-01-10,Sunil Kirana,Tonk,Parachute Coconut Oil,Personal Care,Marico,200ml,10,285.54,373.83,3.1,Manoj Yadav,Paid,
INV001097,2023-01-10,Yadav General Stores,Todaraisingh,Annapurna Atta,Agricultural,ITC,5kg,3,138.09,171.93,1.8,Deepak Meena,Overdue,2023-02-09
INV001098,2023-01-10,Nandlal Kirana,Tonk,Classmate Notebook,Stationery,Local Brand,100 pages,18,42.18,31.95,36.8,Manoj Yadav,Paid,
INV001099,2023-01-10,Deepak Provisions,Uniara,Rooh Afza,Beverages,Dabur,750ml,1,110.76,139.01,0.3,Vijay Sharma,Paid,
INV001100,2023-01-10,Lalit Kirana Center,Deoli,Syska LED Strip,Electronics Accessories,Local Brand,1m,11,225.3,260.68,1.8,Raju Patel,Overdue,2023-02-09
INV001101,2023-01-10,Kalpesh General,Todaraisingh,Saffola Gold Oil,Agricultural,Marico,5L,15,239.87,304.69,2.4,Raju Patel,Paid,
INV001102,2023-01-10,Suresh Wholesale,Tonk,Amul Butter,Dairy,Amul,500g,2,39.47,44.17,0.2,Vijay Sharma,Paid,
INV001103,2023-01-11,Yash General Stores,Niwai,Haldiram Namkeen,Snacks,Haldiram,400g,17,156.99,191.38,4.1,Vijay Sharma,Paid,
INV001104,2023-01-11,Girish Store,Deoli,MDH Haldi Powder,Agricultural,MDH,500g,7,186.68,222.1,4.3,Suresh Kumar,Paid,
INV001105,2023-01-11,Mahesh Kirana Center,Deoli,Pantene Shampoo,Personal Care,Hindustan Unilever,370ml,12,270.95,360.94,2.0,Manoj Yadav,Paid,
INV001106,2023-01-11,Hari Om Traders,Sawai Madhopur,Veet Hair Removal Cream,Personal Care,Hindustan Unilever,50g,16,207.21,280.2,1.8,Suresh Kumar,Overdue,2023-02-10
INV001107,2023-01-11,Hitesh Provisions,Todaraisingh,Lifebuoy Soap,FMCG,Hindustan Unilever,75g,14,170.18,200.89,3.0,Deepak Meena,Pending,2023-02-10
INV001108,2023-01-11,Dev Store,Deoli,Lays Chips,Snacks,ITC,73g,4,81.91,102.64,3.3,Deepak Meena,Paid,
INV001109,2023-01-11,Sunil Kirana,Tonk,Scotch Brite Scrub,Household,Local Brand,3 pc,6,77.76,91.93,1.8,Suresh Kumar,Paid,
INV001110,2023-01-11,Pramod Kirana,Uniara,Garbage Bags,Household,Local Brand,50 pcs,9,30.14,33.94,4.0,Manoj Yadav,Paid,
INV001111,2023-01-11,Deepak Provisions,Uniara,Reynolds Pen,Stationery,Local Brand,10 pcs,6,39.2,45.03,0.7,Manoj Yadav,Paid,
INV001112,2023-01-11,Bajaj Traders,Niwai,Clinic Plus Shampoo,Personal Care,Hindustan Unilever,175ml,3,221.22,296.65,3.2,Deepak Meena,Paid,
INV001113,2023-01-11,Bajaj Traders,Niwai,Rupa Underwear,Clothing Accessories,Local Brand,L,5,162.54,185.28,4.7,Vijay Sharma,Paid,
INV001114,2023-01-11,Rajendra General,Uniara,Patanjali Kesh Kanti,Personal Care,Patanjali,450ml,17,306.94,380.99,1.6,Vijay Sharma,Paid,
INV001115,2023-01-11,Sharma Kirana,Malpura,Veet Hair Removal Cream,Personal Care,Hindustan Unilever,50g,16,207.21,272.21,4.6,Suresh Kumar,Paid,
INV001116,2023-01-12,Narayan & Brothers,Deoli,VIP Socks,Clothing Accessories,Local Brand,2 pairs,10,136.23,151.03,5.0,Raju Patel,Paid,
INV001117,2023-01-12,Jignesh Store,Deoli,Pepsodent Toothpaste,FMCG,Hindustan Unilever,300g,15,159.3,184.3,3.6,Suresh Kumar,Overdue,2023-02-11
INV001118,2023-01-12,Satish Traders,Tonk,Monaco Crackers,Snacks,Britannia,160g,3,19.67,24.08,1.5,Raju Patel,Pending,2023-02-11
INV001119,2023-01-12,Sunil Kirana,Tonk,Everest Sabji Masala,Agricultural,Local Brand,100g,6,247.25,281.07,2.5,Raju Patel,Paid,
INV001120,2023-01-12,Bhavesh Store,Sawai Madhopur,Patanjali Kesh Kanti,Personal Care,Patanjali,450ml,8,306.94,386.79,0.1,Suresh Kumar,Paid,
INV001121,2023-01-12,Dilip Provisions,Uniara,A4 Paper Ream,Stationery,Local Brand,500 sheets,5,77.79,92.24,0.4,Manoj Yadav,Paid,
INV001122,2023-01-12,Gopal Traders,Tonk,All Out Liquid Refill,Household,Godrej Consumer,45ml,14,80.83,103.16,0.4,Vijay Sharma,Overdue,2023-02-11
INV001123,2023-01-12,Santosh Store,Uniara,Amul Cheese Slices,Dairy,Amul,400g,17,137.89,146.99,4.4,Deepak Meena,Overdue,2023-02-11
INV001124,2023-01-12,Yadav General Stores,Todaraisingh,Clinic Plus Shampoo,Personal Care,Hindustan Unilever,350ml,14,152.22,202.84,4.3,Deepak Meena,Pending,2023-02-11
INV001125,2023-01-12,Verma Trading Co.,Uniara,Parle-G Biscuits,Snacks,Parle,200g,6,174.73,208.14,4.7,Deepak Meena,Paid,
INV001126,2023-01-12,Parth Traders,Todaraisingh,Tang Powder,Beverages,Hindustan Unilever,500g,3,102.11,125.21,3.2,Raju Patel,Paid,
INV001127,2023-01-12,Umesh Store,Niwai,Parle-G Biscuits,Snacks,Parle,200g,20,174.73,212.94,2.5,Deepak Meena,Paid,
INV001128,2023-01-12,Verma Trading Co.,Uniara,Fair & Lovely Cream,Personal Care,Hindustan Unilever,100g,20,121.65,160.13,3.0,Deepak Meena,Pending,2023-02-11
INV001129,2023-01-12,Bajaj Traders,Niwai,Rin Bar,FMCG,Hindustan Unilever,200g,3,68.12,57.84,31.0,Raju Patel,Paid,
INV001130,2023-01-12,Lalit Kirana Center,Deoli,Extension Board 4-pin,Electronics Accessories,Local Brand,1.5m,14,200.55,240.31,0.2,Deepak Meena,Overdue,2023-02-11
INV001131,2023-01-13,Naresh Provisions,Sawai Madhopur,Parle-G Biscuits,Snacks,Parle,200g,16,174.73,209.66,4.0,Manoj Yadav,Paid,
INV001132,2023-01-13,Suresh Wholesale,Tonk,MDH Garam Masala,Agricultural,MDH,50g,2,236.64,292.95,2.1,Suresh Kumar,Paid,
INV001133,2023-01-13,Arvind Traders,Deoli,Parachute Coconut Oil,Personal Care,Marico,200ml,11,285.54,379.62,1.6,Suresh Kumar,Overdue,2023-02-12
INV001134,2023-01-13,Mukesh Kirana,Tonk,Clinic Plus Shampoo,Personal Care,Hindustan Unilever,350ml,12,152.22,210.89,0.5,Vijay Sharma,Paid,
INV001135,2023-01-13,Mahesh Kirana Center,Deoli,Tissue Box,Household,Local Brand,200 sheets,8,227.9,268.99,0.3,Deepak Meena,Overdue,2023-02-12
INV001136,2023-01-13,Manoj Traders,Uniara,Rooh Afza,Beverages,Dabur,300ml,6,279.29,329.11,4.7,Raju Patel,Pending,2023-02-12
INV001137,2023-01-13,Girish Store,Deoli,Marico Hair Oil,Personal Care,Marico,300ml,16,272.77,366.67,2.3,Manoj Yadav,Pending,2023-02-12
INV001138,2023-01-13,Sharma Kirana,Malpura,Lifebuoy Soap,FMCG,Hindustan Unilever,250g,13,50.33,57.51,4.8,Suresh Kumar,Paid,
INV001139,2023-01-13,Meena Provisions,Uniara,Harpic Toilet Cleaner,FMCG,Hindustan Unilever,1L,10,150.1,175.39,4.4,Manoj Yadav,Paid,
INV001140,2023-01-13,Dev Store,Deoli,Fevicol Glue,Stationery,ITC,500ml,1,20.95,26.48,2.2,Suresh Kumar,Pending,2023-02-12
INV001141,2023-01-13,Girish Store,Deoli,Good Knight Mosquito Coil,Household,Godrej Consumer,10 pcs,12,170.41,175.72,16.3,Suresh Kumar,Paid,
INV001142,2023-01-13,Radhe Shyam Provisions,Deoli,Britannia Biscuits,Snacks,Britannia,100g,3,33.83,40.39,2.3,Deepak Meena,Overdue,2023-02-12
INV001143,2023-01-14,Pramod Kirana,Uniara,Pantene Shampoo,Personal Care,Hindustan Unilever,185ml,5,182.24,239.39,2.0,Suresh Kumar,Pending,2023-02-13
INV001144,2023-01-14,Radhe Shyam Provisions,Deoli,Sunfeast Dark Fantasy,Snacks,ITC,75g,5,98.87,124.8,2.5,Vijay Sharma,Overdue,2023-02-13
INV001145,2023-01-14,Bajaj Traders,Niwai,Patanjali Kesh Kanti,Personal Care,Patanjali,450ml,11,306.94,377.11,2.6,Deepak Meena,Paid,
INV001146,2023-01-14,Gupta Distributors,Niwai,Kurkure,Snacks,ITC,73g,20,104.48,131.07,2.0,Suresh Kumar,Paid,
INV001147,2023-01-14,Kiran Store,Deoli,Good Day Cookies,Snacks,Britannia,150g,17,63.31,74.72,2.7,Suresh Kumar,Pending,2023-02-13
INV001148,2023-01-14,Hemant Traders,Malpura,Vim Dish Wash,FMCG,Hindustan Unilever,500ml,12,58.89,70.75,0.5,Suresh Kumar,Paid,
INV001149,2023-01-14,Bhavesh Store,Sawai Madhopur,MDH Garam Masala,Agricultural,MDH,50g,1,236.64,295.34,1.3,Deepak Meena,Paid,
INV001150,2023-01-14,Rajendra General,Uniara,Bournvita,Beverages,Hindustan Unilever,500g,2,218.46,277.88,0.9,Deepak Meena,Paid,
INV001151,2023-01-14,Lalit Kirana Center,Deoli,Lizol Floor Cleaner,Household,Godrej Consumer,2L,5,22.14,27.7,1.2,Vijay Sharma,Overdue,2023-02-13
INV001152,2023-01-14,Vijay Kirana,Uniara,Vim Dish Wash,FMCG,Hindustan Unilever,500ml,15,58.89,70.54,0.8,Manoj Yadav,Paid,
INV001153,2023-01-14,Nandlal Kirana,Tonk,VIP Socks,Clothing Accessories,Local Brand,2 pairs,16,136.23,153.1,3.7,Raju Patel,Paid,
INV001154,2023-01-14,Gopal Traders,Tonk,Red Label Tea,Beverages,Hindustan Unilever,1kg,18,252.09,307.97,3.3,Suresh Kumar,Paid,
INV001155,2023-01-14,Yadav General Stores,Todaraisingh,Amul Butter,Dairy,Amul,500g,18,39.47,43.46,1.8,Suresh Kumar,Pending,2023-02-13
INV001156,2023-01-14,Pramod Kirana,Uniara,Nestle Milkmaid,Dairy,Nestle,1kg,7,118.58,139.34,1.4,Suresh Kumar,Paid,
INV001157,2023-01-14,Lalit Kirana Center,Deoli,Britannia Biscuits,Snacks,Britannia,100g,7,33.83,40.35,2.4,Deepak Meena,Overdue,2023-02-13
INV001158,2023-01-14,Yash General Stores,Niwai,Tang Powder,Beverages,Hindustan Unilever,50g,10,219.5,275.24,3.4,Manoj Yadav,Paid,
INV001159,2023-01-14,Nilesh Traders,Todaraisingh,Monaco Crackers,Snacks,Britannia,160g,5,19.67,24.11,1.4,Suresh Kumar,Pending,2023-02-13
INV001160,2023-01-14,Yash General Stores,Niwai,Candle Pack,Household,Local Brand,24 pcs,9,121.62,143.47,1.1,Suresh Kumar,Pending,2023-02-13
INV001161,2023-01-16,Rakesh General,Tonk,Limca Syrup,Beverages,Local Brand,750ml,5,165.44,190.21,3.7,Vijay Sharma,Paid,
INV001162,2023-01-16,Satish Traders,Tonk,Fevicol Glue,Stationery,ITC,50ml,8,20.14,25.32,0.3,Manoj Yadav,Overdue,2023-02-15
INV001163,2023-01-16,Ram Lal & Sons,Sawai Madhopur,Saffola Gold Oil,Agricultural,Marico,1L,5,94.63,86.4,28.8,Manoj Yadav,Overdue,2023-02-15
INV001164,2023-01-16,Naresh Provisions,Sawai Madhopur,Mother Dairy Paneer,Dairy,Local Brand,500g,16,584.69,630.16,3.8,Suresh Kumar,Paid,
INV001165,2023-01-16,Naresh Provisions,Sawai Madhopur,Colgate Toothpaste,FMCG,Hindustan Unilever,300g,3,162.25,192.22,1.2,Vijay Sharma,Pending,2023-02-15
INV001166,2023-01-16,Vivek Store,Tonk,Nivea Body Lotion,Personal Care,Hindustan Unilever,200ml,14,197.38,259.89,0.9,Manoj Yadav,Overdue,2023-02-15
