timestamp,event_type,campaign_id,customer_name,previous_state,new_state,action,reason,risk_tier,collection_probability,outstanding_amount,amount_targeted,amount_recovered,attempt_number,actor,simulation_result
2026-09-03T20:26:25.539714+00:00,PAYMENT_OUTCOME,,Jain Provisions,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.2814, threshold=>=",WRITE-OFF RISK,20.0,106751.2,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-03T20:26:25.539714+00:00,RECOVERY_ACTION,REC-2026-09-04-001,Joshi Traders,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.81,926 outstanding, probability 10%, 146 days overdue, priority score 16,385",WRITE-OFF RISK,10.0,81926.3,81926.3,0.0,1,recovery_agent,
2026-09-03T20:26:25.541109+00:00,PAYMENT_OUTCOME,,Joshi Traders,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.11, seed=0.4656, threshold=>=",WRITE-OFF RISK,10.0,81926.3,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-03T20:26:25.541109+00:00,CAMPAIGN_END,REC-2026-09-04-001,,,,COMPLETE,"Recovery rate: 10.8%, Performance: 43.6%",,0.0,0.0,0.0,160263.78,0,recovery_agent,
2026-09-04T19:47:53.652025+00:00,CAMPAIGN_START,REC-2026-09-05-001,,,,START,"Targeting 253 customers, excluded 12 low-risk",,0.0,0.0,0.0,0.0,0,recovery_agent,
2026-09-04T19:47:53.653025+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Kumawat General Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.237,942 outstanding, probability 20%, 687 days overdue, priority score 95,177",WRITE-OFF RISK,20.0,237942.0,237942.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.653951+00:00,PAYMENT_OUTCOME,,Kumawat General Store,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.2795, threshold=>=",WRITE-OFF RISK,20.0,237942.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.655025+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Mali General Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.135,504 outstanding, probability 20%, 571 days overdue, priority score 54,202",WRITE-OFF RISK,20.0,135504.0,135504.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.655898+00:00,PAYMENT_OUTCOME,,Mali General Store,ESCALATED,RECOVERED,ESCALATION,"Simulation: final_prob=0.23, seed=0.0105, threshold=<",WRITE-OFF RISK,20.0,135504.0,0.0,135504.0,1,recovery_agent,PAID
2026-09-04T19:47:53.655898+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Jain Sons,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.118,236 outstanding, probability 20%, 639 days overdue, priority score 47,294",WRITE-OFF RISK,20.0,118236.0,118236.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.657915+00:00,PAYMENT_OUTCOME,,Jain Sons,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.5837, threshold=>=",WRITE-OFF RISK,20.0,118236.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.660917+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Patel Departmental Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.96,042 outstanding, probability 20%, 655 days overdue, priority score 38,417",WRITE-OFF RISK,20.0,96042.0,96042.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.660917+00:00,PAYMENT_OUTCOME,,Patel Departmental Store,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.4732, threshold=>=",WRITE-OFF RISK,20.0,96042.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.661907+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Mali Kirana,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.93,771 outstanding, probability 20%, 649 days overdue, priority score 37,508",WRITE-OFF RISK,20.0,93771.0,93771.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.661907+00:00,PAYMENT_OUTCOME,,Mali Kirana,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.4211, threshold=>=",WRITE-OFF RISK,20.0,93771.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.661907+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Bansal General Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.86,767 outstanding, probability 20%, 688 days overdue, priority score 34,707",WRITE-OFF RISK,20.0,86767.0,86767.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.662908+00:00,PAYMENT_OUTCOME,,Bansal General Store,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.6165, threshold=>=",WRITE-OFF RISK,20.0,86767.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.663915+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Choudhary General Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.86,198 outstanding, probability 20%, 690 days overdue, priority score 34,479",WRITE-OFF RISK,20.0,86198.0,86198.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.663915+00:00,PAYMENT_OUTCOME,,Choudhary General Store,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.8071, threshold=>=",WRITE-OFF RISK,20.0,86198.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.664986+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Surana Brothers,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.85,776 outstanding, probability 20%, 592 days overdue, priority score 34,310",WRITE-OFF RISK,20.0,85776.0,85776.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.665913+00:00,PAYMENT_OUTCOME,,Surana Brothers,ESCALATED,RECOVERED,ESCALATION,"Simulation: final_prob=0.23, seed=0.1759, threshold=<",WRITE-OFF RISK,20.0,85776.0,0.0,85776.0,1,recovery_agent,PAID
2026-09-04T19:47:53.667914+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Khandelwal Traders,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.81,068 outstanding, probability 20%, 644 days overdue, priority score 32,427",WRITE-OFF RISK,20.0,81068.0,81068.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.667914+00:00,PAYMENT_OUTCOME,,Khandelwal Traders,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.5562, threshold=>=",WRITE-OFF RISK,20.0,81068.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.668986+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Rajput Kirana,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.161,532 outstanding, probability 10%, 656 days overdue, priority score 32,306",WRITE-OFF RISK,10.0,161532.0,161532.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.668986+00:00,PAYMENT_OUTCOME,,Rajput Kirana,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.11, seed=0.8154, threshold=>=",WRITE-OFF RISK,10.0,161532.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.669982+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Saini Provisions,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.75,328 outstanding, probability 20%, 648 days overdue, priority score 30,131",WRITE-OFF RISK,20.0,75328.0,75328.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.672013+00:00,PAYMENT_OUTCOME,,Saini Provisions,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.6296, threshold=>=",WRITE-OFF RISK,20.0,75328.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.672013+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Choudhary Traders,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.69,542 outstanding, probability 20%, 392 days overdue, priority score 27,817",WRITE-OFF RISK,20.0,69542.0,69542.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.672013+00:00,PAYMENT_OUTCOME,,Choudhary Traders,ESCALATED,RECOVERED,ESCALATION,"Simulation: final_prob=0.23, seed=0.1260, threshold=<",WRITE-OFF RISK,20.0,69542.0,0.0,69542.0,1,recovery_agent,PAID
2026-09-04T19:47:53.673019+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Singh Provisions,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.67,924 outstanding, probability 20%, 592 days overdue, priority score 27,170",WRITE-OFF RISK,20.0,67924.0,67924.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.673019+00:00,PAYMENT_OUTCOME,,Singh Provisions,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.3395, threshold=>=",WRITE-OFF RISK,20.0,67924.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.673019+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Garg Enterprises,WAITING_FOR_PAYMENT,WAITING_FOR_PAYMENT,PAYMENT_LINK,"Selected: Rs.37,440 outstanding, probability 40%, 120 days overdue, priority score 26,957",HIGH RISK,40.0,37440.0,37440.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.674336+00:00,PAYMENT_OUTCOME,,Garg Enterprises,WAITING_FOR_PAYMENT,WAITING_FOR_PAYMENT,PAYMENT_LINK,"Simulation: final_prob=0.43, seed=0.4982, threshold=>=",HIGH RISK,40.0,37440.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.674336+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Nagar Sons,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.67,152 outstanding, probability 20%, 674 days overdue, priority score 26,861",WRITE-OFF RISK,20.0,67152.0,67152.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.674336+00:00,PAYMENT_OUTCOME,,Nagar Sons,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.8116, threshold=>=",WRITE-OFF RISK,20.0,67152.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
2026-09-04T19:47:53.674336+00:00,RECOVERY_ACTION,REC-2026-09-05-001,Kumawat Departmental Store,ESCALATED,ESCALATED,ESCALATION,"Selected: Rs.66,923 outstanding, probability 20%, 585 days overdue, priority score 26,769",WRITE-OFF RISK,20.0,66923.0,66923.0,0.0,1,recovery_agent,
2026-09-04T19:47:53.675582+00:00,PAYMENT_OUTCOME,,Kumawat Departmental Store,ESCALATED,WAITING_FOR_PAYMENT,ESCALATION,"Simulation: final_prob=0.23, seed=0.6581, threshold=>=",WRITE-OFF RISK,20.0,66923.0,0.0,0.0,1,recovery_agent,NO_PAYMENT
