invoice_no,date,customer_name,customer_area,product_name,category,company,size_variant,quantity,purchase_price,sale_price,discount_pct,salesperson,payment_status,payment_due_date
INV-01006,2026-01-14,Agarwal Mart,Raja Park,Parle-G Biscuit,Snacks,Parle,800g,58,38.0,49.77,9.5,Vijay Singh,PENDING,2026-02-13
INV-01006,2026-01-14,Agarwal Mart,Raja Park,Cornetto Ice Cream,Dairy,HUL,65ml,17,31.0,37.56,6.1,Ramesh Kumar,PENDING,2026-02-13
INV-01006,2026-01-14,Agarwal Mart,Raja Park,Clinic Plus Shampoo,Personal Care,HUL,175ml,39,51.0,68.87,11.7,Vijay Singh,PENDING,2026-02-13
INV-01007,2026-01-15,Verma Kirana,Malviya Nagar,Kissan Jam,FMCG,HUL,500g,41,94.0,106.08,11.6,Ramesh Kumar,PAID,2026-02-14
INV-01007,2026-01-15,Verma Kirana,Malviya Nagar,Lifebuoy Soap,Personal Care,HUL,100g,51,18.0,25.65,8.4,Ramesh Kumar,PAID,2026-02-14
INV-01007,2026-01-15,Verma Kirana,Malviya Nagar,Dettol Soap,Personal Care,Reckitt,125g,53,31.0,43.82,8.7,Ramesh Kumar,PAID,2026-02-14
INV-01007,2026-01-15,Verma Kirana,Malviya Nagar,Maggi Noodles,Snacks,Nestle,70g,13,11.0,14.46,9.6,Vijay Singh,PAID,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Amul Cheese Slice,Dairy,Amul,200g,47,129.0,149.33,9.5,Suresh Sharma,PENDING,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Frooti Mango Drink,Beverages,Parle,200ml,38,9.0,11.93,8.2,Ramesh Kumar,PENDING,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Kurkure Masala,Snacks,PepsiCo,90g,19,19.0,25.54,5.4,Ramesh Kumar,PENDING,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Yippee Noodles,Snacks,ITC,70g,42,12.0,15.49,8.9,Vijay Singh,PENDING,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Cornetto Ice Cream,Dairy,HUL,65ml,19,31.0,37.96,5.1,Vijay Singh,PENDING,2026-02-14
INV-01008,2026-01-15,Jain Provisions,C-Scheme,Lifebuoy Soap,Personal Care,HUL,100g,45,18.0,26.49,5.4,Ramesh Kumar,PENDING,2026-02-14
INV-01009,2026-01-15,Joshi Traders,Sodala,Clinic Plus Shampoo,Personal Care,HUL,175ml,18,51.0,71.14,8.8,Vijay Singh,OVERDUE,2026-02-14
INV-01009,2026-01-15,Joshi Traders,Sodala,Marie Gold Biscuit,Snacks,Britannia,250g,41,24.0,30.94,9.0,Ramesh Kumar,OVERDUE,2026-02-14
INV-01009,2026-01-15,Joshi Traders,Sodala,Aashirvaad Atta,FMCG,ITC,5kg,55,203.0,238.42,8.3,Suresh Sharma,OVERDUE,2026-02-14
INV-01010,2026-01-15,Agarwal Mart,Raja Park,Hajmola Candy,FMCG,Dabur,100pcs,48,35.0,40.68,9.6,Vijay Singh,PENDING,2026-02-14
INV-01010,2026-01-15,Agarwal Mart,Raja Park,Frooti Mango Drink,Beverages,Parle,200ml,11,9.0,12.3,5.4,Vijay Singh,PENDING,2026-02-14
INV-01010,2026-01-15,Agarwal Mart,Raja Park,7UP PET Bottle,Beverages,PepsiCo,750ml,26,28.0,35.76,10.6,Ramesh Kumar,PENDING,2026-02-14
INV-01010,2026-01-15,Agarwal Mart,Raja Park,Cornetto Ice Cream,Dairy,HUL,65ml,20,31.0,37.48,6.3,Vijay Singh,PENDING,2026-02-14
INV-01010,2026-01-15,Agarwal Mart,Raja Park,Maggi Noodles,Snacks,Nestle,70g,33,11.0,15.04,6.0,Ramesh Kumar,PENDING,2026-02-14
INV-01011,2026-01-15,Rao Wholesale,Jhotwara,Colgate MaxFresh,Personal Care,Colgate,200g,60,62.0,84.55,11.0,Ramesh Kumar,PENDING,2026-02-14
INV-01011,2026-01-15,Rao Wholesale,Jhotwara,7UP PET Bottle,Beverages,PepsiCo,750ml,8,28.0,36.16,9.6,Vijay Singh,PENDING,2026-02-14
INV-01011,2026-01-15,Rao Wholesale,Jhotwara,Kissan Jam,FMCG,HUL,500g,58,94.0,113.88,5.1,Ramesh Kumar,PENDING,2026-02-14
INV-01012,2026-01-16,Verma Kirana,Malviya Nagar,Aashirvaad Atta,FMCG,ITC,5kg,5,203.0,229.06,11.9,Suresh Sharma,PENDING,2026-02-15
INV-01012,2026-01-16,Verma Kirana,Malviya Nagar,Kurkure Masala,Snacks,PepsiCo,90g,55,19.0,24.16,10.5,Suresh Sharma,PENDING,2026-02-15
INV-01012,2026-01-16,Verma Kirana,Malviya Nagar,Real Fruit Juice,Beverages,Dabur,1L,32,66.0,85.59,9.9,Vijay Singh,PENDING,2026-02-15
INV-01012,2026-01-16,Verma Kirana,Malviya Nagar,Maggi Noodles,Snacks,Nestle,70g,55,11.0,14.58,8.9,Vijay Singh,PENDING,2026-02-15
INV-01012,2026-01-16,Verma Kirana,Malviya Nagar,Lays Classic,Snacks,PepsiCo,26g,36,9.0,12.21,6.1,Suresh Sharma,PENDING,2026-02-15
INV-01013,2026-01-16,Jain Provisions,C-Scheme,Amul Butter,Dairy,Amul,500g,52,211.0,250.56,7.2,Ramesh Kumar,PAID,2026-02-15
INV-01013,2026-01-16,Jain Provisions,C-Scheme,Cornetto Ice Cream,Dairy,HUL,65ml,42,31.0,36.68,8.3,Vijay Singh,PAID,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Colgate MaxFresh,Personal Care,Colgate,200g,30,62.0,89.49,5.8,Vijay Singh,OVERDUE,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Lays Classic,Snacks,PepsiCo,26g,20,9.0,11.82,9.1,Ramesh Kumar,OVERDUE,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Kissan Jam,FMCG,HUL,500g,44,94.0,113.28,5.6,Vijay Singh,OVERDUE,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Amul Cheese Slice,Dairy,Amul,200g,42,129.0,150.15,9.0,Suresh Sharma,OVERDUE,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Cornetto Ice Cream,Dairy,HUL,65ml,21,31.0,37.44,6.4,Vijay Singh,OVERDUE,2026-02-15
INV-01014,2026-01-16,Mehta Provision Store,Sanganer,Dettol Soap,Personal Care,Reckitt,125g,25,31.0,44.78,6.7,Suresh Sharma,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Lifebuoy Soap,Personal Care,HUL,100g,41,18.0,24.64,12.0,Ramesh Kumar,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,7UP PET Bottle,Beverages,PepsiCo,750ml,39,28.0,37.4,6.5,Suresh Sharma,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Dabur Honey,FMCG,Dabur,500g,13,176.0,199.12,11.5,Ramesh Kumar,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Colgate MaxFresh,Personal Care,Colgate,200g,20,62.0,87.78,7.6,Ramesh Kumar,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Parle-G Biscuit,Snacks,Parle,800g,33,38.0,49.06,10.8,Vijay Singh,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Knorr Soup,Snacks,HUL,44g,24,34.0,43.54,9.3,Vijay Singh,OVERDUE,2026-02-15
INV-01015,2026-01-16,Singh Brothers,Sitapura,Amul Cheese Slice,Dairy,Amul,200g,38,129.0,156.58,5.1,Vijay Singh,OVERDUE,2026-02-15
INV-01016,2026-01-16,Rao Wholesale,Jhotwara,Surf Excel,Home Care,HUL,1kg,40,91.0,131.46,6.1,Suresh Sharma,PENDING,2026-02-15
INV-01016,2026-01-16,Rao Wholesale,Jhotwara,Cornetto Ice Cream,Dairy,HUL,65ml,43,31.0,37.4,6.5,Suresh Sharma,PENDING,2026-02-15
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Clinic Plus Shampoo,Personal Care,HUL,175ml,7,51.0,74.1,5.0,Ramesh Kumar,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Sunfeast Dark Fantasy,Snacks,ITC,150g,45,31.0,39.65,11.9,Ramesh Kumar,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Aashirvaad Atta,FMCG,ITC,5kg,52,203.0,238.94,8.1,Vijay Singh,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Kissan Jam,FMCG,HUL,500g,32,94.0,109.32,8.9,Ramesh Kumar,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Maggi Noodles,Snacks,Nestle,70g,9,11.0,14.14,11.6,Vijay Singh,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Colgate MaxFresh,Personal Care,Colgate,200g,14,62.0,86.64,8.8,Suresh Sharma,PAID,2026-02-16
INV-01017,2026-01-17,Gupta Supermarket,Vaishali Nagar,Frooti Mango Drink,Beverages,Parle,200ml,42,9.0,11.84,8.9,Suresh Sharma,PAID,2026-02-16
INV-01018,2026-01-17,Sharma General Store,Mansarovar,Hajmola Candy,FMCG,Dabur,100pcs,47,35.0,42.43,5.7,Vijay Singh,PAID,2026-02-16
INV-01018,2026-01-17,Sharma General Store,Mansarovar,Kissan Jam,FMCG,HUL,500g,60,94.0,110.64,7.8,Vijay Singh,PAID,2026-02-16
INV-01018,2026-01-17,Sharma General Store,Mansarovar,Maggi Noodles,Snacks,Nestle,70g,52,11.0,15.02,6.1,Ramesh Kumar,PAID,2026-02-16
INV-01018,2026-01-17,Sharma General Store,Mansarovar,Kurkure Masala,Snacks,PepsiCo,90g,60,19.0,25.35,6.1,Ramesh Kumar,PAID,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Dabur Honey,FMCG,Dabur,500g,60,176.0,213.07,5.3,Suresh Sharma,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Frooti Mango Drink,Beverages,Parle,200ml,19,9.0,12.17,6.4,Suresh Sharma,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Marie Gold Biscuit,Snacks,Britannia,250g,27,24.0,31.59,7.1,Ramesh Kumar,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Dettol Soap,Personal Care,Reckitt,125g,19,31.0,45.5,5.2,Ramesh Kumar,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Clinic Plus Shampoo,Personal Care,HUL,175ml,30,51.0,72.31,7.3,Ramesh Kumar,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Lays Classic,Snacks,PepsiCo,26g,54,9.0,12.09,7.0,Vijay Singh,PENDING,2026-02-16
INV-01019,2026-01-17,Jain Provisions,C-Scheme,Surf Excel,Home Care,HUL,1kg,37,91.0,129.08,7.8,Vijay Singh,PENDING,2026-02-16
INV-01020,2026-01-17,Singh Brothers,Sitapura,Lays Classic,Snacks,PepsiCo,26g,11,9.0,11.8,9.2,Suresh Sharma,OVERDUE,2026-02-16
INV-01020,2026-01-17,Singh Brothers,Sitapura,Amul Butter,Dairy,Amul,500g,51,211.0,241.65,10.5,Suresh Sharma,OVERDUE,2026-02-16
INV-01020,2026-01-17,Singh Brothers,Sitapura,Clinic Plus Shampoo,Personal Care,HUL,175ml,43,51.0,68.72,11.9,Ramesh Kumar,OVERDUE,2026-02-16
INV-01020,2026-01-17,Singh Brothers,Sitapura,Maggi Noodles,Snacks,Nestle,70g,29,11.0,14.19,11.3,Ramesh Kumar,OVERDUE,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Marie Gold Biscuit,Snacks,Britannia,250g,32,24.0,32.13,5.5,Vijay Singh,PENDING,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Cornetto Ice Cream,Dairy,HUL,65ml,26,31.0,36.24,9.4,Vijay Singh,PENDING,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Knorr Soup,Snacks,HUL,44g,59,34.0,45.17,5.9,Suresh Sharma,PENDING,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Kissan Jam,FMCG,HUL,500g,37,94.0,111.36,7.2,Suresh Sharma,PENDING,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Kurkure Masala,Snacks,PepsiCo,90g,25,19.0,24.89,7.8,Suresh Sharma,PENDING,2026-02-16
INV-01021,2026-01-17,Agarwal Mart,Raja Park,Hajmola Candy,FMCG,Dabur,100pcs,40,35.0,42.34,5.9,Suresh Sharma,PENDING,2026-02-16
INV-01022,2026-01-19,Gupta Supermarket,Vaishali Nagar,7UP PET Bottle,Beverages,PepsiCo,750ml,47,28.0,37.76,5.6,Vijay Singh,PAID,2026-02-18
INV-01022,2026-01-19,Gupta Supermarket,Vaishali Nagar,Marie Gold Biscuit,Snacks,Britannia,250g,47,24.0,30.8,9.4,Suresh Sharma,PAID,2026-02-18
INV-01022,2026-01-19,Gupta Supermarket,Vaishali Nagar,Kurkure Masala,Snacks,PepsiCo,90g,10,19.0,24.11,10.7,Ramesh Kumar,PAID,2026-02-18
INV-01022,2026-01-19,Gupta Supermarket,Vaishali Nagar,Sunfeast Dark Fantasy,Snacks,ITC,150g,48,31.0,41.76,7.2,Ramesh Kumar,PAID,2026-02-18
INV-01022,2026-01-19,Gupta Supermarket,Vaishali Nagar,Aashirvaad Atta,FMCG,ITC,5kg,14,203.0,246.48,5.2,Ramesh Kumar,PAID,2026-02-18
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Parle-G Biscuit,Snacks,Parle,800g,8,38.0,50.11,8.9,Ramesh Kumar,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Knorr Soup,Snacks,HUL,44g,34,34.0,45.17,5.9,Suresh Sharma,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Surf Excel,Home Care,HUL,1kg,47,91.0,127.82,8.7,Vijay Singh,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Frooti Mango Drink,Beverages,Parle,200ml,43,9.0,12.06,7.2,Suresh Sharma,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Dettol Soap,Personal Care,Reckitt,125g,44,31.0,42.86,10.7,Vijay Singh,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Lays Classic,Snacks,PepsiCo,26g,32,9.0,11.6,10.8,Vijay Singh,PENDING,2026-02-19
INV-01023,2026-01-20,Gupta Supermarket,Vaishali Nagar,Sunfeast Dark Fantasy,Snacks,ITC,150g,33,31.0,39.91,11.3,Vijay Singh,PENDING,2026-02-19
INV-01024,2026-01-21,Sharma General Store,Mansarovar,Dabur Honey,FMCG,Dabur,500g,19,176.0,207.68,7.7,Ramesh Kumar,PAID,2026-02-20
INV-01024,2026-01-21,Sharma General Store,Mansarovar,Yippee Noodles,Snacks,ITC,70g,50,12.0,15.9,6.5,Suresh Sharma,PAID,2026-02-20
INV-01024,2026-01-21,Sharma General Store,Mansarovar,Colgate MaxFresh,Personal Care,Colgate,200g,31,62.0,88.06,7.3,Suresh Sharma,PAID,2026-02-20
INV-01024,2026-01-21,Sharma General Store,Mansarovar,Vim Dishwash Bar,Home Care,HUL,300g,31,18.0,26.49,5.4,Suresh Sharma,PAID,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Real Fruit Juice,Beverages,Dabur,1L,59,66.0,84.36,11.2,Suresh Sharma,OVERDUE,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Aashirvaad Atta,FMCG,ITC,5kg,39,203.0,233.48,10.2,Vijay Singh,OVERDUE,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Parle-G Biscuit,Snacks,Parle,800g,56,38.0,49.94,9.2,Ramesh Kumar,OVERDUE,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Hajmola Candy,FMCG,Dabur,100pcs,36,35.0,42.08,6.5,Suresh Sharma,OVERDUE,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Lifebuoy Soap,Personal Care,HUL,100g,36,18.0,26.54,5.2,Suresh Sharma,OVERDUE,2026-02-20
INV-01025,2026-01-21,Singh Brothers,Sitapura,Kissan Jam,FMCG,HUL,500g,47,94.0,108.24,9.8,Suresh Sharma,OVERDUE,2026-02-20
INV-01026,2026-01-22,Mehta Provision Store,Sanganer,Vim Dishwash Bar,Home Care,HUL,300g,29,18.0,25.96,7.3,Suresh Sharma,OVERDUE,2026-02-21
INV-01026,2026-01-22,Mehta Provision Store,Sanganer,7UP PET Bottle,Beverages,PepsiCo,750ml,25,28.0,37.04,7.4,Suresh Sharma,OVERDUE,2026-02-21
INV-01026,2026-01-22,Mehta Provision Store,Sanganer,Lays Classic,Snacks,PepsiCo,26g,22,9.0,11.66,10.3,Suresh Sharma,OVERDUE,2026-02-21
INV-01026,2026-01-22,Mehta Provision Store,Sanganer,Maggi Noodles,Snacks,Nestle,70g,21,11.0,14.27,10.8,Suresh Sharma,OVERDUE,2026-02-21
INV-01026,2026-01-22,Mehta Provision Store,Sanganer,Clinic Plus Shampoo,Personal Care,HUL,175ml,6,51.0,70.04,10.2,Ramesh Kumar,OVERDUE,2026-02-21
INV-01027,2026-01-23,Verma Kirana,Malviya Nagar,Amul Cheese Slice,Dairy,Amul,200g,13,129.0,151.31,8.3,Ramesh Kumar,PAID,2026-02-22
INV-01027,2026-01-23,Verma Kirana,Malviya Nagar,Vim Dishwash Bar,Home Care,HUL,300g,41,18.0,24.75,11.6,Suresh Sharma,PAID,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Cornetto Ice Cream,Dairy,HUL,65ml,42,31.0,37.92,5.2,Suresh Sharma,OVERDUE,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Tropicana Orange Juice,Beverages,PepsiCo,1L,41,77.0,99.33,9.7,Suresh Sharma,OVERDUE,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Surf Excel,Home Care,HUL,1kg,30,91.0,123.76,11.6,Ramesh Kumar,OVERDUE,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Lays Classic,Snacks,PepsiCo,26g,9,9.0,11.82,9.1,Vijay Singh,OVERDUE,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Lifebuoy Soap,Personal Care,HUL,100g,20,18.0,26.4,5.7,Suresh Sharma,OVERDUE,2026-02-22
INV-01028,2026-01-23,Singh Brothers,Sitapura,Kissan Jam,FMCG,HUL,500g,59,94.0,108.24,9.8,Ramesh Kumar,OVERDUE,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Frooti Mango Drink,Beverages,Parle,200ml,26,9.0,12.34,5.1,Suresh Sharma,PENDING,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Marie Gold Biscuit,Snacks,Britannia,250g,57,24.0,31.14,8.4,Suresh Sharma,PENDING,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Hajmola Candy,FMCG,Dabur,100pcs,28,35.0,40.77,9.4,Suresh Sharma,PENDING,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Colgate MaxFresh,Personal Care,Colgate,200g,50,62.0,89.21,6.1,Ramesh Kumar,PENDING,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Sunfeast Dark Fantasy,Snacks,ITC,150g,51,31.0,41.09,8.7,Vijay Singh,PENDING,2026-02-22
INV-01029,2026-01-23,Agarwal Mart,Raja Park,Good Day Biscuit,Snacks,Britannia,200g,22,27.0,34.47,9.3,Vijay Singh,PENDING,2026-02-22
INV-01030,2026-01-26,Verma Kirana,Malviya Nagar,Cornetto Ice Cream,Dairy,HUL,65ml,49,31.0,36.68,8.3,Vijay Singh,PAID,2026-02-25
INV-01030,2026-01-26,Verma Kirana,Malviya Nagar,Frooti Mango Drink,Beverages,Parle,200ml,36,9.0,11.95,8.1,Ramesh Kumar,PAID,2026-02-25
INV-01030,2026-01-26,Verma Kirana,Malviya Nagar,Aashirvaad Atta,FMCG,ITC,5kg,10,203.0,241.54,7.1,Suresh Sharma,PAID,2026-02-25
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,7UP PET Bottle,Beverages,PepsiCo,750ml,12,28.0,35.92,10.2,Vijay Singh,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Clinic Plus Shampoo,Personal Care,HUL,175ml,16,51.0,73.09,6.3,Vijay Singh,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Lifebuoy Soap,Personal Care,HUL,100g,35,18.0,26.07,6.9,Vijay Singh,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Knorr Soup,Snacks,HUL,44g,53,34.0,43.82,8.7,Suresh Sharma,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Dettol Soap,Personal Care,Reckitt,125g,11,31.0,42.82,10.8,Suresh Sharma,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Surf Excel,Home Care,HUL,1kg,19,91.0,129.5,7.5,Suresh Sharma,PAID,2026-02-26
INV-01031,2026-01-27,Gupta Supermarket,Vaishali Nagar,Kurkure Masala,Snacks,PepsiCo,90g,5,19.0,24.3,10.0,Ramesh Kumar,PAID,2026-02-26
INV-01032,2026-01-27,Sharma General Store,Mansarovar,Yippee Noodles,Snacks,ITC,70g,45,12.0,15.11,11.1,Suresh Sharma,PAID,2026-02-26
INV-01032,2026-01-27,Sharma General Store,Mansarovar,Lifebuoy Soap,Personal Care,HUL,100g,11,18.0,24.89,11.1,Vijay Singh,PAID,2026-02-26
INV-01033,2026-01-27,Agarwal Mart,Raja Park,Real Fruit Juice,Beverages,Dabur,1L,9,66.0,86.45,9.0,Vijay Singh,PENDING,2026-02-26
INV-01033,2026-01-27,Agarwal Mart,Raja Park,Aashirvaad Atta,FMCG,ITC,5kg,8,203.0,244.14,6.1,Vijay Singh,PENDING,2026-02-26
INV-01034,2026-01-28,Gupta Supermarket,Vaishali Nagar,Surf Excel,Home Care,HUL,1kg,43,91.0,127.12,9.2,Vijay Singh,PENDING,2026-02-27
INV-01034,2026-01-28,Gupta Supermarket,Vaishali Nagar,Yippee Noodles,Snacks,ITC,70g,19,12.0,15.23,10.4,Suresh Sharma,PENDING,2026-02-27
