customer_id,customer_name,area,pincode,customer_type,credit_limit,outstanding_amount,last_order_date,last_payment_date,total_business_ytd
CUST0020,Kothari Traders,Malpura,304502,Wholesaler,130000,0.0,2026-08-17,2026-08-17,61300.38
CUST0021,Rajput Enterprises,Todaraisingh,304505,Retailer,115000,27080.14,2026-08-12,2026-08-12,182161.74
CUST0022,Natani Medical Store,Deoli,304804,Wholesaler,100000,2584.94,2026-08-27,2026-08-27,36362.53
CUST0023,Khandelwal Enterprises,Sawai Madhopur,322001,Wholesaler,35000,20737.68,2026-08-24,2026-08-24,485359.54
CUST0024,Kasliwal Provisions,Sawai Madhopur,322001,Wholesaler,215000,10555.03,2026-07-29,2026-07-29,310513.77
CUST0025,Gupta Traders,Todaraisingh,304505,Wholesaler,125000,6036.01,2026-05-27,2026-05-27,111010.8
CUST0026,Garg Cold Store,Tonk,304001,Wholesaler,270000,8622.86,2026-03-11,2026-03-11,145734.58
CUST0027,Yadav Kirana,Niwai,304021,Retailer,40000,488.39,2026-07-10,2026-07-10,274647.92
CUST0028,Kumawat Cold Store,Uniara,304024,Retailer,275000,0.0,,,0.0
CUST0029,Patel General Store,Tonk,304001,Retailer,125000,23666.72,2026-08-06,2026-08-06,305549.16
CUST0030,Kumar Kirana,Malpura,304502,Retailer,160000,3181.52,2024-09-21,2024-09-21,3181.52
CUST0031,Meena Sons,Todaraisingh,304505,Retailer,120000,20677.92,2026-07-30,2026-07-30,120396.83
CUST0032,Kothari Supermart,Sawai Madhopur,322001,Retailer,110000,11445.31,2026-07-06,2026-07-06,180709.07
CUST0033,Lodha Medical Store,Deoli,304804,Wholesaler,85000,18203.6,2026-08-17,2026-08-17,297263.42
CUST0034,Saini Kirana,Deoli,304804,Wholesaler,160000,6729.24,2026-07-24,2026-07-24,131548.33
CUST0035,Kumawat Departmental Store,Niwai,304021,Retailer,290000,19376.21,2026-07-01,2026-07-01,91573.45
CUST0036,Verma Supermart,Tonk,304001,Retailer,245000,0.0,2026-07-14,2026-07-14,301887.89
CUST0037,Mali Medical Store,Tonk,304001,Retailer,190000,315.46,2026-08-06,2026-08-06,208721.15
CUST0038,Sogani Provisions,Niwai,304021,Retailer,180000,14814.86,2026-07-13,2026-07-13,178074.41
CUST0039,Lodha Enterprises,Tonk,304001,Retailer,110000,0.0,2026-06-30,2026-06-30,538447.28
CUST0040,Mali Traders,Malpura,304502,Wholesaler,140000,14509.95,2026-08-20,2026-08-20,166061.87
CUST0041,Agarwal Provisions,Deoli,304804,Wholesaler,130000,9679.84,2026-08-11,2026-08-11,116570.56
CUST0042,Kothari Cold Store,Khanpur,304803,Retailer,180000,1438.46,2025-12-27,2025-12-27,37174.58
CUST0043,Choudhary Sons,Todaraisingh,304505,Retailer,205000,23177.83,2026-07-21,2026-07-21,176132.6
CUST0044,Bansal Provisions,Tonk,304001,Retailer,125000,0.0,2026-08-17,2026-08-17,577590.63
CUST0045,Bohra Provisions,Khanpur,304803,Wholesaler,220000,13285.67,2026-08-04,2026-08-04,71174.63
CUST0046,Agarwal Enterprises,Khanpur,304803,Retailer,55000,7233.43,2026-08-25,2026-08-25,61627.66
CUST0047,Bairwa Medical Store,Deoli,304804,Retailer,110000,14726.85,2026-03-11,2026-03-11,129329.5
CUST0048,Nagar Provisions,Tonk,304001,Wholesaler,95000,12676.82,2026-08-17,2026-08-17,212527.5
CUST0049,Kumawat Brothers,Malpura,304502,Retailer,135000,45303.01,2026-08-08,2026-08-08,120479.09
CUST0050,Mali General Store,Tonk,304001,Wholesaler,160000,3336.94,2026-08-19,2026-08-19,301461.74
CUST0051,Yadav Cold Store,Tonk,304001,Retailer,115000,0.0,2026-08-04,2026-08-04,191025.15
CUST0052,Nagar Kirana,Uniara,304024,Retailer,210000,337.66,2026-08-01,2026-08-01,75706.55
CUST0053,Rajput Departmental Store,Todaraisingh,304505,Wholesaler,225000,0.0,2026-08-21,2026-08-21,103775.9
CUST0054,Verma Sons,Malpura,304502,Retailer,45000,34247.72,2026-08-25,2026-08-25,115215.64
CUST0055,Yadav Brothers,Todaraisingh,304505,Retailer,50000,10116.65,2026-07-20,2026-07-20,298760.85
CUST0056,Sogani Traders,Todaraisingh,304505,Wholesaler,200000,24249.25,2026-04-21,2026-04-21,140765.84
CUST0057,Lodha Kirana,Niwai,304021,Retailer,160000,18017.99,2026-07-08,2026-07-08,171347.01
CUST0058,Maheshwari Enterprises,Niwai,304021,Wholesaler,260000,5244.86,2026-08-20,2026-08-20,169656.76
CUST0059,Verma Kirana,Tonk,304001,Retailer,55000,9895.41,2026-07-09,2026-07-09,214315.21
CUST0060,Bohra General Store,Uniara,304024,Wholesaler,160000,3929.9,2026-06-17,2026-06-17,111202.96
CUST0061,Bohra Medical Store,Malpura,304502,Wholesaler,120000,27315.64,2026-08-12,2026-08-12,72004.25
CUST0062,Jain Kirana,Niwai,304021,Wholesaler,90000,45559.56,2026-08-21,2026-08-21,164749.98
CUST0063,Kothari Enterprises,Niwai,304021,Retailer,105000,1106.22,2025-08-10,2025-08-10,1106.22
CUST0064,Garg Sons,Todaraisingh,304505,Retailer,240000,0.0,,,0.0
CUST0065,Patel Traders,Malpura,304502,Retailer,245000,2689.12,2026-06-29,2026-06-29,229428.33
CUST0066,Rathi Kirana,Niwai,304021,Wholesaler,285000,13636.29,2026-08-29,2026-08-29,117616.24
CUST0067,Verma Departmental Store,Niwai,304021,Wholesaler,250000,44638.33,2026-07-17,2026-07-17,119308.94
CUST0068,Saini Traders,Tonk,304001,Retailer,80000,718.68,2026-08-22,2026-08-22,243070.12
CUST0069,Mittal Cold Store,Uniara,304024,Retailer,30000,4377.49,2026-08-15,2026-08-15,245926.87
CUST0070,Patel Provisions,Deoli,304804,Retailer,125000,31744.14,2026-08-22,2026-08-22,409203.46
CUST0071,Bohra Cold Store,Tonk,304001,Retailer,55000,776.78,2024-09-07,2024-09-07,776.78
CUST0072,Kothari Medical Store,Deoli,304804,Wholesaler,145000,21465.54,2026-08-25,2026-08-25,456487.08
CUST0073,Choudhary Supermart,Khanpur,304803,Retailer,165000,1721.5,2026-04-16,2026-04-16,67239.05
CUST0074,Kumar Traders,Tonk,304001,Retailer,70000,707.63,2026-05-14,2026-05-14,197250.89
CUST0075,Patel Departmental Store,Uniara,304024,Wholesaler,215000,47308.46,2026-07-27,2026-07-27,144203.19
CUST0076,Surana Traders,Tonk,304001,Retailer,160000,14882.19,2026-06-20,2026-06-20,99260.35
CUST0077,Jain Medical Store,Tonk,304001,Retailer,65000,0.0,,,0.0
CUST0078,Choudhary Traders,Malpura,304502,Retailer,50000,24053.45,2026-06-30,2026-06-30,232430.54
CUST0079,Surana Supermart,Niwai,304021,Retailer,250000,0.0,2025-12-06,2025-12-06,63984.91
CUST0080,Sogani Brothers,Todaraisingh,304505,Wholesaler,155000,2178.32,2026-08-21,2026-08-21,100984.35
CUST0081,Rajput General Store,Malpura,304502,Retailer,145000,27858.39,2026-05-15,2026-05-15,166012.42
CUST0082,Kasliwal Brothers,Deoli,304804,Retailer,195000,44862.41,2026-03-16,2026-03-16,190638.12
CUST0083,Maheshwari Supermart,Khanpur,304803,Wholesaler,180000,21780.52,2026-07-30,2026-07-30,299583.96
CUST0084,Jain Brothers,Tonk,304001,Retailer,125000,9084.46,2026-04-17,2026-04-17,107250.42
CUST0085,Garg General Store,Uniara,304024,Wholesaler,255000,543.44,2025-08-13,2025-08-13,50747.67
CUST0086,Mittal Provisions,Uniara,304024,Wholesaler,50000,0.0,,,0.0
CUST0087,Yadav Traders,Todaraisingh,304505,Wholesaler,190000,48235.81,2026-03-12,2026-03-12,114183.37
CUST0088,Nagar Supermart,Niwai,304021,Retailer,265000,16120.6,2026-08-19,2026-08-19,165448.42
CUST0089,Rajput Traders,Tonk,304001,Wholesaler,290000,0.0,2026-08-27,2026-08-27,499774.53
CUST0090,Agarwal Medical Store,Niwai,304021,Wholesaler,185000,446.09,2026-08-26,2026-08-26,50262.12
CUST0091,Gupta Brothers,Tonk,304001,Retailer,125000,0.0,2026-08-21,2026-08-21,275988.58
CUST0092,Khandelwal Provisions,Todaraisingh,304505,Retailer,175000,2259.55,2026-04-22,2026-04-22,35902.29
CUST0093,Mali Enterprises,Deoli,304804,Retailer,75000,792.27,2026-07-24,2026-07-24,195616.67
CUST0094,Gupta Enterprises,Deoli,304804,Wholesaler,160000,31514.7,2026-08-05,2026-08-05,88722.33
CUST0095,Sharma Medical Store,Tonk,304001,Retailer,110000,4786.36,2026-06-04,2026-06-04,36157.28
CUST0096,Verma Cold Store,Malpura,304502,Retailer,75000,7177.8,2026-04-16,2026-04-16,121129.19
CUST0097,Choudhary General Store,Deoli,304804,Retailer,30000,46339.74,2026-08-24,2026-08-24,439967.62
CUST0098,Mittal Kirana,Uniara,304024,Retailer,95000,1202.73,2026-02-05,2026-02-05,126280.77
CUST0099,Saini Supermart,Uniara,304024,Retailer,40000,2811.21,2026-08-15,2026-08-15,242114.16
CUST0100,Rathi Medical Store,Sawai Madhopur,322001,Wholesaler,120000,27926.66,2026-08-12,2026-08-12,218854.33
CUST0101,Kumawat Kirana,Sawai Madhopur,322001,Retailer,285000,2219.44,2026-06-16,2026-06-16,62660.57
CUST0102,Meena Traders,Todaraisingh,304505,Retailer,240000,3239.06,2026-05-08,2026-05-08,41369.02
CUST0103,Natani Provisions,Tonk,304001,Retailer,55000,0.0,2026-08-31,2026-08-31,572382.87
CUST0104,Kumar Sons,Sawai Madhopur,322001,Retailer,140000,8594.78,2026-08-31,2026-08-31,81259.57
CUST0105,Saini Enterprises,Todaraisingh,304505,Wholesaler,295000,0.0,,,0.0
CUST0106,Rathi Enterprises,Todaraisingh,304505,Retailer,145000,11395.75,2026-08-10,2026-08-10,200582.33
CUST0107,Bansal Kirana,Deoli,304804,Retailer,180000,0.0,,,0.0
CUST0108,Jain Provisions,Tonk,304001,Retailer,200000,16393.68,2025-11-20,2025-11-20,186133.72
CUST0109,Lodha Provisions,Uniara,304024,Retailer,145000,256.72,2026-08-31,2026-08-31,42805.41
CUST0110,Bansal General Store,Sawai Madhopur,322001,Retailer,115000,43266.7,2026-07-14,2026-07-14,272611.82
CUST0111,Maheshwari Kirana,Niwai,304021,Retailer,50000,583.79,2025-01-10,2025-01-10,1891.36
CUST0112,Bairwa Supermart,Tonk,304001,Wholesaler,265000,0.0,2026-06-26,2026-06-26,513304.29
CUST0113,Saini Brothers,Tonk,304001,Retailer,155000,2946.93,2026-06-24,2026-06-24,191405.21
CUST0114,Yadav Sons,Malpura,304502,Wholesaler,280000,33315.28,2026-07-15,2026-07-15,222943.56
CUST0115,Choudhary Provisions,Tonk,304001,Wholesaler,80000,5690.8,2026-08-18,2026-08-18,315798.02
CUST0116,Choudhary Brothers,Khanpur,304803,Retailer,65000,0.0,,,0.0
CUST0117,Meena Provisions,Todaraisingh,304505,Wholesaler,220000,67448.3,2026-07-18,2026-07-18,90124.93
CUST0118,Sogani Departmental Store,Todaraisingh,304505,Wholesaler,270000,8641.94,2026-08-29,2026-08-29,187933.7
CUST0119,Meena Supermart,Deoli,304804,Retailer,40000,2408.86,2026-05-09,2026-05-09,34603.83
CUST0120,Kumar Brothers,Malpura,304502,Retailer,275000,0.0,2026-07-17,2026-07-17,87414.44
CUST0121,Gupta Medical Store,Malpura,304502,Retailer,80000,0.0,2026-08-25,2026-08-25,120871.1
CUST0122,Jain Supermart,Malpura,304502,Wholesaler,65000,7428.35,2026-03-17,2026-03-17,94107.98
CUST0123,Surana Sons,Uniara,304024,Retailer,115000,25511.83,2026-07-22,2026-07-22,158373.38
CUST0124,Kasliwal General Store,Deoli,304804,Retailer,135000,16574.44,2026-07-30,2026-07-30,158921.76
CUST0125,Mittal Traders,Uniara,304024,Retailer,250000,11802.79,2026-08-18,2026-08-18,95536.09
CUST0126,Kumawat Provisions,Niwai,304021,Retailer,65000,22967.28,2026-06-30,2026-06-30,89514.36
CUST0127,Surana Brothers,Deoli,304804,Wholesaler,145000,47166.56,2026-07-31,2026-07-31,302936.4
CUST0128,Natani Cold Store,Tonk,304001,Retailer,210000,7286.07,2026-02-19,2026-02-19,131977.59
CUST0129,Kothari Brothers,Uniara,304024,Retailer,280000,0.0,2026-07-31,2026-07-31,205811.22
CUST0130,Kasliwal Medical Store,Malpura,304502,Retailer,75000,2681.34,2026-08-29,2026-08-29,192429.68
CUST0131,Sharma General Store,Tonk,304001,Wholesaler,220000,18566.63,2026-07-24,2026-07-24,196946.05
CUST0132,Maheshwari Sons,Sawai Madhopur,322001,Retailer,225000,41676.25,2026-07-06,2026-07-06,149727.67
CUST0133,Bohra Traders,Malpura,304502,Retailer,165000,18817.89,2026-07-28,2026-07-28,177193.57
CUST0134,Garg Traders,Deoli,304804,Retailer,270000,2732.82,2026-05-30,2026-05-30,94717.87
CUST0135,Kasliwal Kirana,Malpura,304502,Retailer,40000,38090.44,2026-08-10,2026-08-10,421725.44
CUST0136,Yadav Enterprises,Uniara,304024,Wholesaler,295000,5767.95,2026-04-06,2026-04-06,45918.01
CUST0137,Kothari Departmental Store,Sawai Madhopur,322001,Retailer,165000,10504.35,2026-08-12,2026-08-12,315667.17
CUST0138,Singh Medical Store,Niwai,304021,Retailer,125000,3674.79,2026-08-06,2026-08-06,109176.06
CUST0139,Garg Supermart,Todaraisingh,304505,Retailer,235000,1362.34,2026-03-17,2026-03-17,35060.54
CUST0140,Saini Departmental Store,Uniara,304024,Retailer,95000,9502.93,2026-08-10,2026-08-10,282838.17
CUST0141,Jain Cold Store,Niwai,304021,Retailer,85000,29999.52,2026-07-27,2026-07-27,336556.65
CUST0142,Maheshwari Medical Store,Niwai,304021,Retailer,90000,88.17,2026-04-16,2026-04-16,18981.55
CUST0143,Sogani Cold Store,Sawai Madhopur,322001,Retailer,175000,5358.88,2026-08-11,2026-08-11,199461.82
CUST0144,Saini General Store,Malpura,304502,Retailer,105000,0.0,2025-08-25,2025-08-25,78183.1
CUST0145,Maheshwari Brothers,Niwai,304021,Wholesaler,170000,3545.52,2026-07-30,2026-07-30,123169.85
CUST0146,Surana Kirana,Tonk,304001,Retailer,145000,0.0,2026-08-24,2026-08-24,255175.67
CUST0147,Gupta Supermart,Deoli,304804,Retailer,290000,22977.1,2026-03-09,2026-03-09,101333.2
CUST0148,Mittal Medical Store,Niwai,304021,Retailer,45000,10357.35,2025-05-05,2025-05-05,25339.65
CUST0149,Lodha Traders,Deoli,304804,Retailer,45000,10165.36,2026-06-09,2026-06-09,198070.87
CUST0150,Bairwa General Store,Uniara,304024,Retailer,245000,0.0,2026-08-06,2026-08-06,413678.88
CUST0151,Patel Brothers,Khanpur,304803,Wholesaler,70000,12911.37,2026-06-17,2026-06-17,54488.48
CUST0152,Saini Provisions,Sawai Madhopur,322001,Retailer,95000,35886.24,2026-08-25,2026-08-25,293579.61
CUST0153,Mittal General Store,Tonk,304001,Retailer,290000,3547.22,2026-08-13,2026-08-13,305366.14
CUST0154,Meena Departmental Store,Niwai,304021,Wholesaler,75000,46191.34,2026-08-31,2026-08-31,160825.81
CUST0155,Gupta Provisions,Uniara,304024,Retailer,115000,0.0,2026-06-13,2026-06-13,78404.0
CUST0156,Saini Sons,Malpura,304502,Retailer,260000,147.03,2026-08-15,2026-08-15,174713.78
CUST0157,Patel Cold Store,Tonk,304001,Retailer,85000,16762.09,2026-08-18,2026-08-18,232884.5
CUST0158,Rathi Cold Store,Malpura,304502,Retailer,265000,6508.76,2026-07-03,2026-07-03,84950.45
CUST0159,Surana Medical Store,Todaraisingh,304505,Retailer,35000,3381.83,2026-04-18,2026-04-18,101623.95
CUST0160,Sharma Kirana,Todaraisingh,304505,Retailer,260000,7515.42,2026-05-21,2026-05-21,86248.62
CUST0161,Bairwa Traders,Uniara,304024,Retailer,55000,3933.3,2026-07-10,2026-07-10,207415.74
CUST0162,Rathi Departmental Store,Sawai Madhopur,322001,Retailer,90000,6245.02,2026-06-09,2026-06-09,102090.4
CUST0163,Mali Provisions,Tonk,304001,Retailer,100000,0.0,2026-08-18,2026-08-18,339335.09
CUST0164,Kumar Enterprises,Uniara,304024,Retailer,215000,11907.88,2026-08-08,2026-08-08,214957.58
CUST0165,Nagar Brothers,Niwai,304021,Wholesaler,135000,19093.9,2026-08-22,2026-08-22,243514.64
CUST0166,Rathi Provisions,Deoli,304804,Retailer,75000,3786.06,2026-02-12,2026-02-12,84926.21
CUST0167,Yadav General Store,Khanpur,304803,Wholesaler,120000,70890.67,2026-08-26,2026-08-26,183476.26
CUST0168,Singh Departmental Store,Khanpur,304803,Wholesaler,230000,0.0,,,0.0
CUST0169,Gupta Cold Store,Tonk,304001,Wholesaler,30000,0.0,2026-08-05,2026-08-05,294745.43
CUST0170,Patel Enterprises,Sawai Madhopur,322001,Retailer,55000,7298.67,2026-05-22,2026-05-22,137569.87
CUST0171,Maheshwari General Store,Tonk,304001,Retailer,85000,0.0,2026-08-22,2026-08-22,317850.58
CUST0172,Rathi General Store,Niwai,304021,Retailer,35000,2190.5,2024-10-16,2024-10-16,2190.5
CUST0173,Gupta Kirana,Tonk,304001,Retailer,165000,1275.4,2026-07-18,2026-07-18,128030.07
CUST0174,Sogani Medical Store,Sawai Madhopur,322001,Retailer,285000,11225.07,2026-08-27,2026-08-27,134295.52
CUST0175,Natani Enterprises,Tonk,304001,Wholesaler,175000,181.44,2026-08-27,2026-08-27,218855.36
CUST0176,Kumawat Medical Store,Uniara,304024,Wholesaler,190000,1155.38,2026-08-05,2026-08-05,286941.44
CUST0177,Lodha Cold Store,Deoli,304804,Retailer,235000,17108.88,2026-07-11,2026-07-11,161596.32
CUST0178,Sogani Kirana,Sawai Madhopur,322001,Retailer,140000,3231.99,2026-08-31,2026-08-31,397321.61
CUST0179,Mali Brothers,Sawai Madhopur,322001,Wholesaler,195000,13237.16,2026-08-03,2026-08-03,572810.31
CUST0180,Meena Cold Store,Todaraisingh,304505,Retailer,290000,13090.8,2026-08-28,2026-08-28,130479.78
CUST0181,Rajput Cold Store,Sawai Madhopur,322001,Retailer,285000,24850.72,2026-08-19,2026-08-19,248970.82
CUST0182,Agarwal Departmental Store,Sawai Madhopur,322001,Retailer,105000,24776.54,2026-08-14,2026-08-14,276272.1
CUST0183,Saini Medical Store,Niwai,304021,Wholesaler,45000,40264.06,2026-08-13,2026-08-13,174971.95
CUST0184,Kasliwal Cold Store,Tonk,304001,Wholesaler,220000,0.0,2026-07-07,2026-07-07,258745.92
CUST0185,Meena Medical Store,Todaraisingh,304505,Wholesaler,265000,9649.5,2026-07-29,2026-07-29,160341.79
CUST0186,Khandelwal Medical Store,Malpura,304502,Retailer,240000,2163.86,2026-06-25,2026-06-25,28649.51
CUST0187,Mali Cold Store,Deoli,304804,Retailer,75000,3103.4,2026-08-10,2026-08-10,111985.68
CUST0188,Maheshwari Traders,Uniara,304024,Retailer,145000,2659.43,2026-07-24,2026-07-24,211982.38
CUST0189,Mali Kirana,Todaraisingh,304505,Retailer,230000,41454.38,2026-08-21,2026-08-21,284245.98
CUST0190,Agarwal Traders,Tonk,304001,Retailer,215000,2268.53,2026-08-27,2026-08-27,260969.26
CUST0191,Nagar Traders,Sawai Madhopur,322001,Retailer,290000,3249.23,2025-12-05,2025-12-05,21924.04
CUST0192,Surana Enterprises,Tonk,304001,Retailer,75000,6775.85,2026-07-28,2026-07-28,80687.97
CUST0193,Rathi Sons,Tonk,304001,Wholesaler,105000,0.0,2026-08-27,2026-08-27,670803.38
CUST0194,Lodha Departmental Store,Khanpur,304803,Retailer,70000,10494.71,2026-08-01,2026-08-01,121747.64
CUST0195,Bairwa Kirana,Tonk,304001,Retailer,235000,4105.83,2026-07-23,2026-07-23,234451.53
CUST0196,Khandelwal Sons,Tonk,304001,Retailer,255000,5648.45,2026-08-27,2026-08-27,195889.11
CUST0197,Choudhary Cold Store,Malpura,304502,Wholesaler,100000,23531.23,2026-05-14,2026-05-14,109336.05
CUST0198,Choudhary Kirana,Khanpur,304803,Retailer,145000,6179.58,2026-08-24,2026-08-24,146678.75
CUST0199,Nagar Departmental Store,Tonk,304001,Retailer,65000,13211.48,2026-06-27,2026-06-27,257116.76
CUST0200,Yadav Departmental Store,Tonk,304001,Retailer,205000,0.0,2026-05-26,2026-05-26,129949.03
CUST0201,Surana Cold Store,Todaraisingh,304505,Retailer,295000,15897.89,2026-01-08,2026-01-08,79364.83
CUST0202,Saini Cold Store,Sawai Madhopur,322001,Retailer,95000,0.0,2026-07-18,2026-07-18,155337.8
CUST0203,Nagar Cold Store,Niwai,304021,Retailer,265000,310.95,2026-02-09,2026-02-09,120156.47
CUST0204,Natani Sons,Tonk,304001,Retailer,130000,2116.88,2026-08-27,2026-08-27,141173.3
CUST0205,Surana Provisions,Uniara,304024,Retailer,200000,0.0,,,0.0
CUST0206,Natani Supermart,Tonk,304001,Retailer,45000,6472.66,2026-08-26,2026-08-26,244169.04
CUST0207,Agarwal Sons,Tonk,304001,Retailer,185000,6840.3,2026-08-22,2026-08-22,299168.89
CUST0208,Singh Traders,Malpura,304502,Retailer,80000,35652.83,2026-08-26,2026-08-26,79358.47
CUST0209,Singh Cold Store,Tonk,304001,Retailer,135000,2471.4,2026-08-12,2026-08-12,267748.9
CUST0210,Jain General Store,Niwai,304021,Retailer,200000,0.0,2026-07-22,2026-07-22,70027.18
CUST0211,Meena General Store,Todaraisingh,304505,Retailer,270000,42469.22,2026-08-22,2026-08-22,164963.03
CUST0212,Lodha Sons,Malpura,304502,Wholesaler,125000,3772.63,2026-07-17,2026-07-17,58798.77
CUST0213,Yadav Provisions,Tonk,304001,Retailer,185000,0.0,2026-08-03,2026-08-03,167692.76
CUST0214,Choudhary Medical Store,Khanpur,304803,Wholesaler,70000,30356.82,2026-08-31,2026-08-31,174940.48
CUST0215,Kasliwal Supermart,Todaraisingh,304505,Wholesaler,225000,0.0,,,0.0
CUST0216,Khandelwal General Store,Todaraisingh,304505,Retailer,130000,16083.98,2026-06-27,2026-06-27,89296.16
CUST0217,Rajput Medical Store,Tonk,304001,Retailer,130000,3529.89,2026-08-05,2026-08-05,80853.03
CUST0218,Bansal Medical Store,Tonk,304001,Retailer,295000,0.0,2026-08-12,2026-08-12,259825.05
CUST0219,Sharma Sons,Sawai Madhopur,322001,Wholesaler,260000,29005.9,2026-07-17,2026-07-17,172986.84
CUST0220,Garg Kirana,Deoli,304804,Retailer,215000,3634.35,2025-12-27,2025-12-27,69833.5
CUST0221,Singh Brothers,Tonk,304001,Retailer,70000,0.0,2026-07-24,2026-07-24,250956.11
CUST0222,Sharma Provisions,Niwai,304021,Retailer,165000,684.9,2026-08-29,2026-08-29,146484.34
CUST0223,Bohra Kirana,Malpura,304502,Retailer,115000,9617.24,2026-05-29,2026-05-29,181618.98
CUST0224,Kothari Sons,Sawai Madhopur,322001,Retailer,250000,9907.7,2026-08-26,2026-08-26,155308.46
CUST0225,Agarwal Supermart,Tonk,304001,Wholesaler,295000,0.0,2026-08-05,2026-08-05,128949.62
CUST0226,Khandelwal Brothers,Sawai Madhopur,322001,Retailer,150000,880.73,2026-07-04,2026-07-04,199712.71
CUST0227,Gupta Departmental Store,Uniara,304024,Retailer,210000,15928.77,2026-05-25,2026-05-25,110735.77
CUST0228,Verma Medical Store,Niwai,304021,Retailer,295000,4438.78,2026-06-10,2026-06-10,85870.71
CUST0229,Kumawat General Store,Malpura,304502,Retailer,155000,27321.3,2026-08-25,2026-08-25,205812.24
CUST0230,Mittal Enterprises,Uniara,304024,Wholesaler,70000,11769.05,2026-05-21,2026-05-21,313503.37
CUST0231,Meena Kirana,Tonk,304001,Retailer,155000,43053.59,2026-08-31,2026-08-31,178093.09
CUST0232,Kumawat Enterprises,Deoli,304804,Retailer,280000,45238.52,2026-07-13,2026-07-13,123408.1
CUST0233,Singh Sons,Sawai Madhopur,322001,Retailer,160000,23636.54,2026-08-21,2026-08-21,335694.48
CUST0234,Mittal Sons,Malpura,304502,Wholesaler,50000,7084.31,2026-08-26,2026-08-26,173236.33
CUST0235,Bairwa Departmental Store,Sawai Madhopur,322001,Retailer,260000,12257.46,2026-08-17,2026-08-17,158800.86
CUST0236,Nagar General Store,Khanpur,304803,Retailer,195000,288.36,2026-08-27,2026-08-27,109591.98
CUST0237,Kumar Medical Store,Niwai,304021,Retailer,260000,7587.36,2026-08-12,2026-08-12,154273.16
CUST0238,Kasliwal Traders,Todaraisingh,304505,Retailer,70000,0.0,2026-08-22,2026-08-22,58503.62
CUST0239,Nagar Enterprises,Uniara,304024,Retailer,205000,5501.21,2026-08-19,2026-08-19,208947.64
CUST0240,Sharma Departmental Store,Uniara,304024,Wholesaler,30000,3038.4,2026-08-19,2026-08-19,192047.56
CUST0241,Natani Brothers,Khanpur,304803,Retailer,55000,16163.28,2026-08-24,2026-08-24,281208.5
CUST0242,Agarwal Brothers,Khanpur,304803,Retailer,290000,22220.87,2026-08-26,2026-08-26,172801.83
CUST0243,Agarwal Cold Store,Tonk,304001,Wholesaler,230000,0.0,2026-08-11,2026-08-11,155000.34
CUST0244,Kumar Provisions,Niwai,304021,Retailer,290000,13800.77,2026-07-11,2026-07-11,147702.78
CUST0245,Kumawat Sons,Malpura,304502,Retailer,185000,52471.2,2026-07-14,2026-07-14,181289.93
CUST0246,Maheshwari Cold Store,Khanpur,304803,Retailer,65000,0.0,,,0.0
CUST0247,Bohra Enterprises,Malpura,304502,Retailer,260000,31020.08,2026-07-06,2026-07-06,228659.34
CUST0248,Khandelwal Cold Store,Deoli,304804,Wholesaler,190000,0.0,2025-10-17,2025-10-17,34301.31
